game_accessibility,game_asset_license,game_ave_session,game_criteria,game_desc_len,game_developers,game_developers_url,game_genres,game_inputs,game_language,game_last_update,game_license,game_made_with,game_name,game_no_ratings,game_no_screenshots,game_platforms,game_price,game_publish_date,game_ranks,game_raw_scores,game_release_date,game_scores,game_size,game_source_code,game_status,game_submission_page,game_tags,game_url,jam_name,jam_url,overall_rank,high_ranking,number_of_developers
,,,Theme||Aesthetics||Overall||Gameplay||Sound,1477.0,Adam Baker,https://adam-baker.itch.io,Strategy,,,,,Unity,"The Good, the Bad, and the Consequences of Both",10.0,1.0,Windows||macOS||Linux||HTML5,Name your own price,,5||11||15||18||19,3.500||3.200||2.575||2.000||1.600,,3.500||3.200||2.575||2.000||1.600,TGtBatCoB Linux||22 MB||||Linux<>TGtBatCoB Windows||18 MB||||Windows<>TGtBatCoB Mac||21 MB||||macOS,,Released,https://itch.io/jam/scorejam6/rate/471090,Arcade,https://adam-baker.itch.io/tgtbatcob,ScoreSpace Jam #6 [Presented by Shacknews],https://www.itch.io/jam/scorejam6,15,0,1
,,,Gameplay||Sound||Aesthetics||Theme||Overall,383.0,Lord Pillows,https://lord-pillows.itch.io,Shooter||Platformer,,,,,Construct||Bosca Ceoil||Bfxr,Frenzy!,10.0,4.0,HTML5,,,13||13||15||15||16,2.600||2.600||2.600||2.400||2.550,,2.600||2.600||2.600||2.400||2.550,,,Prototype,https://itch.io/jam/scorejam6/rate/470811,Bullet Hell||chaotic||construct-3||Fast-Paced,https://lord-pillows.itch.io/frenzy,ScoreSpace Jam #6 [Presented by Shacknews],https://www.itch.io/jam/scorejam6,16,0,1
,,,Sound||Aesthetics||Gameplay||Overall||Theme,614.0,POZZLE,https://pozzle.itch.io,Shooter,,,12 October 2019 @ 08:30,,Unity,​KARMA - TRAINING GROUND,10.0,2.0,HTML5,,,13||15||16||17||20,2.600||2.600||2.200||2.300||1.800,,2.600||2.600||2.200||2.300||1.800,,,Released,https://itch.io/jam/scorejam6/rate/471102,,https://pozzle.itch.io/karma-training-ground,ScoreSpace Jam #6 [Presented by Shacknews],https://www.itch.io/jam/scorejam6,17,0,1
,,,Overall||Audio||Gameplay||Art||Presentation,388.0,Josh McMillan,https://josh-mcmillan.itch.io,Adventure,,,,,,Nightfall,17.0,1.0,HTML5,,,1||1||2||2||5,4.176||4.294||4.176||4.176||4.059,,4.176||4.294||4.176||4.176||4.059,Nightfall_v2_GameboyRom.zip||43 kB||||<>Nightfall_v1_GameboyRom.zip||43 kB||||,,Released,https://itch.io/jam/mini-jam-30-gameboy/rate/438656,,https://josh-mcmillan.itch.io/nightfall,Mini Jam 30 + GBStudio,https://www.itch.io/jam/mini-jam-30-gameboy,1,1,1
Subtitles||High-contrast,,A few seconds,Presentation||Overall||Audio||Art||Gameplay,252.0,timsamoff,https://timsamoff.itch.io,Puzzle,Keyboard||Gamepad (any)||Smartphone,English,,MIT License,Adobe Photoshop||MilkyTracker,SPLIT,10.0,1.0,HTML5,,,1||2||3||6||6,4.200||3.875||3.700||3.800||3.800,17 June 2019 @ 04:56,4.200||3.875||3.700||3.800||3.800,,https://github.com/timsamoff/SPLIT,In development,https://itch.io/jam/mini-jam-30-gameboy/rate/438654,Game Boy||gb-studio||gbstudiominijam||JRPG||minijam||Pixel Art,https://timsamoff.itch.io/split,Mini Jam 30 + GBStudio,https://www.itch.io/jam/mini-jam-30-gameboy,2,1,1
,,,Overall||Art||Presentation||Gameplay||Audio,1287.0,team_basic,https://team-basic.itch.io,Simulation||Puzzle||Racing,,,,,,Special Delivery!,12.0,3.0,HTML5,,,3||3||4||5||17,3.750||4.000||4.083||3.917||3.000,,3.750||4.000||4.083||3.917||3.000,,,Released,https://itch.io/jam/mini-jam-30-gameboy/rate/438628,Arcade||cafe||car||delivery||drive||Fast-Paced||speed,https://team-basic.itch.io/special-delivery,Mini Jam 30 + GBStudio,https://www.itch.io/jam/mini-jam-30-gameboy,3,1,1
,,,Audio||Art||Presentation||Overall||Gameplay,693.0,DomBeE,https://dombee.itch.io,Adventure,,,,,,Eye & I,12.0,4.0,HTML5,,,12||18||23||23||31,3.250||3.167||2.833||2.896||2.333,,3.250||3.167||2.833||2.896||2.333,game.rar||32 kB||||,,Prototype,https://itch.io/jam/mini-jam-30-gameboy/rate/438581,2D||GBJam||gbstudio||jam||minijam||My First Game Jam||Point & Click,https://dombee.itch.io/eye-i,Mini Jam 30 + GBStudio,https://www.itch.io/jam/mini-jam-30-gameboy,23,0,1
,,,Art||Gameplay||Presentation||Overall||Audio,285.0,Marinosa,https://marinosa.itch.io,,,,,,,Dice Dungeon,14.0,1.0,HTML5,,,9||22||22||24||26,3.643||3.000||2.929||2.786||1.571,,3.643||3.000||2.929||2.786||1.571,,,Prototype,https://itch.io/jam/mini-jam-30-gameboy/rate/438591,2D||Dungeon Crawler||Game Boy||Pixel Art,https://marinosa.itch.io/dice-dungeon,Mini Jam 30 + GBStudio,https://www.itch.io/jam/mini-jam-30-gameboy,24,0,1
,,,Audio||Gameplay||Overall||Art||Presentation,148.0,eseal,https://eseal.itch.io,,,,,,,Knife Fight - Demo,10.0,1.0,HTML5,,,14||26||26||28||28,3.100||2.500||2.725||2.700||2.600,,3.100||2.500||2.725||2.700||2.600,,,On hold,https://itch.io/jam/mini-jam-30-gameboy/rate/438507,Walking simulator,https://eseal.itch.io/knife-fight-demo,Mini Jam 30 + GBStudio,https://www.itch.io/jam/mini-jam-30-gameboy,26,0,1
,,,Gameplay||Presentation||Overall||Art||Audio,600.0,TheCodeMaster,https://thecodemaster.itch.io,Simulation,,,,,,MovieJam!,14.0,9.0,Windows,,,1||1||1||2||3,4.000||4.643||4.232||4.357||3.929,,4.000||4.643||4.232||4.357||3.929,MovieJam! 1.1.3.zip||94 MB||||Windows,,Released,https://itch.io/jam/mini-jam-31-movies/rate/444983,2D||awesome||fnaf||Funny||Game Jam||movie,https://thecodemaster.itch.io/moviejam,Mini Jam 31: Movies,https://www.itch.io/jam/mini-jam-31-movies,1,1,1
,,,Gameplay||Presentation||Overall||Art||Audio,425.0,geojax,https://geojax.itch.io,,,,,,Bitsy,Move the E's,11.0,0.0,HTML5,,,6||9||11||13||15,3.000||3.091||2.409||2.273||1.273,,3.000||3.091||2.409||2.273||1.273,,,Released,https://itch.io/jam/mini-jam-31-movies/rate/444861,,https://geojax.itch.io/move-the-es,Mini Jam 31: Movies,https://www.itch.io/jam/mini-jam-31-movies,11,0,1
,,,Overall||Art||Presentation||Gameplay||Audio,738.0,ReadyMajor,https://readymajor.itch.io,Simulation,,,,,Unity,Seesaw Simulator 19,17.0,5.0,Windows||HTML5,,,1||2||2||4||9,3.750||4.118||3.882||3.824||3.176,,3.750||4.118||3.882||3.824||3.176,SeeSaw Simulator 2019.zip||27 MB||||Windows,,Released,https://itch.io/jam/mini-jam-34-balance/rate/467596,Casual||Funny||Horror||satire,https://readymajor.itch.io/seesaw-simulator-19,Mini Jam 34: Balance,https://www.itch.io/jam/mini-jam-34-balance,1,1,1
,,A few minutes,Overall||Audio||Presentation||Art||Gameplay,646.0,TheJonu,https://thejonu.itch.io,,Keyboard,English,,,Unity,In Hope Of Peace,12.0,2.0,HTML5,,,2||3||4||4||14,3.604||3.667||3.750||3.917||3.083,,3.604||3.667||3.750||3.917||3.083,,,Released,https://itch.io/jam/mini-jam-34-balance/rate/466325,2D||Funny||Short||Singleplayer,https://thejonu.itch.io/inhopeofpeace,Mini Jam 34: Balance,https://www.itch.io/jam/mini-jam-34-balance,2,1,1
,,,Overall||Presentation||Audio||Art||Gameplay,472.0,Asue,https://asue.itch.io,Simulation,,,,,Unity,RetroShow,17.0,2.0,Windows||HTML5,,,3||5||7||8||8,3.500||3.706||3.353||3.412||3.529,,3.500||3.706||3.353||3.412||3.529,_RetroShow.zip||21 MB||||Windows,,Released,https://itch.io/jam/mini-jam-34-balance/rate/467125,2D||Pixel Art||Retro||Singleplayer||Unity,https://asue.itch.io/retroshow,Mini Jam 34: Balance,https://www.itch.io/jam/mini-jam-34-balance,3,1,1
,,,Audio||Overall||Gameplay||Presentation||Art,282.0,Osaku,https://osaku.itch.io,,,,,,Construct,Abbey street,15.0,1.0,HTML5,,,1||4||7||10||12,3.933||3.483||3.600||3.400||3.000,,3.933||3.483||3.600||3.400||3.000,,,Released,https://itch.io/jam/mini-jam-34-balance/rate/467446,2D||cons||Pixel Art||Singleplayer,https://osaku.itch.io/abbey-street,Mini Jam 34: Balance,https://www.itch.io/jam/mini-jam-34-balance,4,1,1
,,,Art||Presentation||Gameplay||Overall||Audio,341.0,florianvazelle,https://florianvazelle.itch.io,,,,,,Unity,Flat Earth Prototype,11.0,3.0,Windows||HTML5,,,7||15||19||19||22,3.455||3.182||2.545||2.705||1.636,,3.455||3.182||2.545||2.705||1.636,FlatEarth.zip||36 MB||||Windows,,Released,https://itch.io/jam/mini-jam-34-balance/rate/467348,,https://florianvazelle.itch.io/flat-earth-prototype,Mini Jam 34: Balance,https://www.itch.io/jam/mini-jam-34-balance,19,0,1
,,,Gameplay||Audio||Presentation||Art||Overall,0.0,7med,https://7med.itch.io,Action,,,,,Unity,Roll Dwayne Roll!!!!!,10.0,1.0,HTML5,,,15||19||21||21||21,3.100||2.200||2.700||2.800||2.700,,2.956||2.098||2.574||2.670||2.574,,,Released,https://itch.io/jam/mini-jam-34-balance/rate/467410,,https://7med.itch.io/roll-dwayne-roll,Mini Jam 34: Balance,https://www.itch.io/jam/mini-jam-34-balance,21,0,1
,,,Presentation||Audio||Gameplay||Overall||Art,34.0,dk5000p,https://dk5000p.itch.io,Puzzle,,,,,Unity,Balanced Puzzle,13.0,1.0,HTML5,,,19||20||21||23||24,2.615||1.923||2.462||2.212||1.846,,2.615||1.923||2.462||2.212||1.846,,,Released,https://itch.io/jam/mini-jam-34-balance/rate/467515,2D,https://dk5000p.itch.io/balanced-puzzle,Mini Jam 34: Balance,https://www.itch.io/jam/mini-jam-34-balance,23,0,1
,,,Gameplay||Presentation||Overall||Art||Audio,320.0,Milamber112,https://milamber112.itch.io,,,,,,Unity,Kill or Die,10.0,1.0,HTML5,,,22||23||25||25||27,2.500||2.600||1.975||1.800||1.000,,2.384||2.479||1.883||1.716||0.953,,,Released,https://itch.io/jam/mini-jam-34-balance/rate/467487,Meaningful Choices,https://milamber112.itch.io/kill-or-die,Mini Jam 34: Balance,https://www.itch.io/jam/mini-jam-34-balance,25,0,1
One button,,A few minutes,Gameplay||Presentation||Overall||Art||Audio,981.0,ralh,https://ralh.itch.io,Action,Mouse,,,,Unity,Ragnarok Fishing,11.0,1.0,Android||HTML5,,,1||1||1||2||2,4.455||4.364||4.295||4.273||4.091,,4.455||4.364||4.295||4.273||4.091,ragnarok_fishing.apk||22 MB||||Android,https://github.com/antonpantev/unity-movement-ai||https://github.com/octaviopardo/EBGaramond12/blob/master/OFL.txt,Prototype,https://itch.io/jam/mini-jam-35-vikings/rate/473572,2D||Fishing||Mouse only||Norse||Singleplayer||Unity||viking,https://ralh.itch.io/ragnarok-fishing,Mini Jam 35: Vikings,https://www.itch.io/jam/mini-jam-35-vikings,1,1,1
,,,Art||Gameplay||Presentation||Overall||Audio,178.0,perrenekton,https://perrenekton.itch.io,Action,,,,,Unity,Boat for your life,11.0,1.0,HTML5,,,6||8||9||9||11,2.636||2.727||2.545||2.500||2.091,,2.636||2.727||2.545||2.500||2.091,,,Released,https://itch.io/jam/mini-jam-35-vikings/rate/473541,2D||Pixel Art||Side Scroller,https://perrenekton.itch.io/caillou-viking,Mini Jam 35: Vikings,https://www.itch.io/jam/mini-jam-35-vikings,9,0,1
,,,Gameplay||Art||Overall||Sounds,29.0,goat007,https://goat007.itch.io,Puzzle,,,,,,"Reach (0, 0)",10.0,2.0,HTML5,,,3||14||14||23,3.900||2.600||2.533||1.100,,3.900||2.600||2.533||1.100,,,In development,https://itch.io/jam/mini-jam-19-mysteries/rate/355083,2D||maze,https://goat007.itch.io/reach-0-0,Mini Jam 19: Mysteries,https://www.itch.io/jam/mini-jam-19-mysteries,14,1,1
,,,Art||Gameplay||Overall||Sounds,963.0,dymon,https://dymon.itch.io,Puzzle||Strategy,,,,,Unity,Tetris Case Opening Simulator,13.0,2.0,HTML5,,,8||11||15||21,3.154||2.769||2.436||1.385,,3.154||2.769||2.436||1.385,,,Released,https://itch.io/jam/mini-jam-19-mysteries/rate/355973,2D||Open World,https://dymon.itch.io/tetris-case-opener,Mini Jam 19: Mysteries,https://www.itch.io/jam/mini-jam-19-mysteries,15,0,1
,,,Gameplay||Presentation||Overall||Art||Audio,520.0,zenpj,https://zenpj.itch.io,,,,,,Unity,F.U.D,15.0,1.0,HTML5,,,2||2||2||4||4,4.000||4.133||3.767||3.467||3.467,,4.000||4.133||3.767||3.467||3.467,,,Released,https://itch.io/jam/mini-jam-38-food/rate/494703,Arcade||High Score||Score Attack||Singleplayer,https://zenpj.itch.io/fud,Mini Jam 38: Food,https://www.itch.io/jam/mini-jam-38-food,2,1,1
,,A few minutes,Gameplay||Presentation||Overall||Audio||Art,657.0,Pandemon,https://pandemon.itch.io,Action,Keyboard,English,12 October 2019 @ 17:52,,PixiJS||ct.js,Cosmic Glutton,11.0,2.0,Windows||Linux||HTML5,Name your own price,,4||4||5||8||9,3.545||3.727||3.295||2.727||3.182,,3.545||3.727||3.295||2.727||3.182,CosmicGlutton_lin32.zip||77 MB||||Linux<>CosmicGlutton_lin64.zip||73 MB||||Linux<>CosmicGlutton_win32.zip||66 MB||||Windows<>CosmicGlutton_win64.zip||70 MB||||Windows,,Released,https://itch.io/jam/mini-jam-38-food/rate/494030,2D||Arcade||Sci-fi||Short||Singleplayer,https://pandemon.itch.io/cosmic-glutton,Mini Jam 38: Food,https://www.itch.io/jam/mini-jam-38-food,5,0,1
,,A few seconds,Theme||Creativity||Overall||Fun||Polish,293.0,Telamont||Davide Riccitiello||ellimyt,https://telamont.itch.io||https://davidmarywhite.itch.io||https://ellimyt.itch.io,Platformer,Keyboard,English,,,,Time Fracture,14.0,3.0,Windows,,,1||2||3||4||6,4.357||4.286||3.875||3.571||3.286,,4.357||4.286||3.875||3.571||3.286,Time Fracture.zip||58 MB||||Windows,,Released,https://itch.io/jam/gdl-quantum-jam/rate/182254,jam||Puzzle-Platformer||quantum||quantum-jam||sci-fi||Side Scroller,https://telamont.itch.io/time-fracture,GDL - Quantum Jam,https://www.itch.io/jam/gdl-quantum-jam,3,1,3
,,A few seconds,Theme||Creativity||Overall||Fun||Polish,293.0,Telamont||Davide Riccitiello||ellimyt,https://telamont.itch.io||https://davidmarywhite.itch.io||https://ellimyt.itch.io,Platformer,Keyboard,English,,,,Time Fracture,14.0,3.0,Windows,,,1||2||3||4||6,4.357||4.286||3.875||3.571||3.286,,4.357||4.286||3.875||3.571||3.286,Time Fracture.zip||58 MB||||Windows,,Released,https://itch.io/jam/gdl-quantum-jam/rate/182254,jam||Puzzle-Platformer||quantum||quantum-jam||sci-fi||Side Scroller,https://telamont.itch.io/time-fracture,GDL - Quantum Jam,https://www.itch.io/jam/gdl-quantum-jam,3,0,3
,,,Fun||Theme||Polish||Overall||Creativity,80.0,Anuke,https://anuke.itch.io,Platformer||Shooter,,,,,libGDX,Wobble,15.0,4.0,Windows||macOS||Linux||HTML5,Name your own price,,1||1||1||1||2,4.133||4.467||4.000||4.133||3.933,,4.133||4.467||4.000||4.133||3.933,wobble.jar||24 MB||||Windows||Linux||macOS,,Released,https://itch.io/jam/gdl-july-jiggle-jam/rate/155674,8-Bit||Arcade||Colorful,https://anuke.itch.io/wobble,GDL July JiggleJam,https://www.itch.io/jam/gdl-july-jiggle-jam,1,1,1
,,,Fun||Theme||Overall||Creativity||Polish,490.0,xuvatilavv,https://xuvatilavv.itch.io,Platformer,,,,,Unity,dropbear,14.0,1.0,HTML5,,,4||6||6||6||7,3.000||3.071||2.911||3.071||2.500,,3.000||3.071||2.911||3.071||2.500,,,Prototype,https://itch.io/jam/gdl-july-jiggle-jam/rate/155679,game-developers-league||jiggle-jam,https://xuvatilavv.itch.io/dropbear,GDL July JiggleJam,https://www.itch.io/jam/gdl-july-jiggle-jam,6,0,1
,,,Fun||Theme||Polish||Creativity||Overall,1000.0,Ventuar,https://ventuargames.itch.io,Action||Survival,,,,,,Symbiosis,13.0,4.0,Windows||macOS||Linux,Name your own price,,1||1||1||1||1,4.154||3.846||3.923||4.462||4.096,,4.154||3.846||3.923||4.462||4.096,Symbiosis.zip||29 MB||||Windows<>Symbiosis_linux.zip||50 MB||||Linux<>Symbiosis.app.zip||34 MB||||macOS,,Released,https://itch.io/jam/gdl-june-gene-jam/rate/148758,3D||Endless||Low-poly||Ludum Dare 38||Minimalist,https://ventuargames.itch.io/symbiosis,GDL June Gene Jam,https://www.itch.io/jam/gdl-june-gene-jam,1,1,1
,,,Fun||Creativity||Polish||Overall||Theme,114.0,Anuke,https://anuke.itch.io,Shooter,,,,,libGDX,Permute,13.0,3.0,HTML5,,,2||2||2||2||3,3.077||4.000||3.769||3.635||3.692,,3.077||4.000||3.769||3.635||3.692,,,In development,https://itch.io/jam/gdl-june-gene-jam/rate/148904,Colorful||Tower Defense||vector,https://anuke.itch.io/permute,GDL June Gene Jam,https://www.itch.io/jam/gdl-june-gene-jam,2,1,1
,,,Polish||Creativity||Fun||Overall||Theme,129.0,Fogsight,https://fogsight.itch.io,Action,,,,,,Gratuitous Cyber Battle,12.0,5.0,macOS||Linux,,,6||11||12||12||14,2.667||2.083||1.833||2.021||1.500,,2.667||2.083||1.833||2.021||1.500,GCBv1.1.PC.zip||29 MB||||Windows<>GCBv1.1.Mac.zip||33 MB||||macOS<>GCBv1.1.Linux.zip||36 MB||||Linux,,Released,https://itch.io/jam/gdl-june-gene-jam/rate/148948,,https://fogsight.itch.io/gratuitous-cyber-battle,GDL June Gene Jam,https://www.itch.io/jam/gdl-june-gene-jam,12,0,1
,,,Fun||Creativity||Theme||Polish||Overall,1477.0,DevLynx,https://devlynx.itch.io,Simulation,,,,,,GrowYourCheckeredSquare,15.0,1.0,HTML5,,,13||13||13||14||14,1.800||1.933||1.667||1.733||1.783,,1.800||1.933||1.667||1.733||1.783,,https://github.com/GDLynx/GrowYourCheckeredSquare.git,Released,https://itch.io/jam/gdl-june-gene-jam/rate/148950,,https://devlynx.itch.io/growyourcheckeredsquare,GDL June Gene Jam,https://www.itch.io/jam/gdl-june-gene-jam,14,0,1
,,,Fun||Theme||Overall||Creativity||Polish,590.0,Vicimus,https://vicimus.itch.io,,,,25 October 2019 @ 20:48,,Unity,Woven Shadows,24.0,5.0,Windows||macOS||Linux,Name your own price,,1||1||1||2||2,4.708||4.833||4.677||4.667||4.500,,4.708||4.833||4.677||4.667||4.500,WovenShadows_64.zip||266 MB||||Windows<>WovenShadows_32.zip||263 MB||||Windows<>WovenShadows_OSX.zip||272 MB||||macOS<>WovenShadows_Linux.zip||277 MB||||Linux,,In development,https://itch.io/jam/gdl-feb-change-jam/rate/227752,First-Person||Horror||Spooky||Third Person||Unity,https://vicimus.itch.io/woven-shadows,GDL - February Change Jam,https://www.itch.io/jam/gdl-feb-change-jam,1,1,1
,,,Overall||Polish||Theme||Fun||Creativity,199.0,Greyscale,https://greyscale.itch.io,Platformer,,,,,,Super What Bros,13.0,1.0,,Name your own price,,3||3||4||4||5,3.942||4.000||4.077||3.692||4.000,,3.942||4.000||4.077||3.692||4.000,Super What Bros.rar||48 MB||||,,Released,https://itch.io/jam/gdl-feb-change-jam/rate/228065,bros||change||Game Jam||gdl||super||what,https://greyscale.itch.io/super-what-bros,GDL - February Change Jam,https://www.itch.io/jam/gdl-feb-change-jam,3,1,1
,,,Polish||Overall||Theme||Creativity||Fun,38.0,Neros,https://neros.itch.io,Action,,,,,,"Toughen up, Princess.",10.0,1.0,Windows,,,6||7||8||8||9,2.900||3.050||3.200||3.200||2.900,,2.900||3.050||3.200||3.200||2.900,TUP.zip||25 MB||||Windows,,Released,https://itch.io/jam/gdl-feb-change-jam/rate/228018,3D||FPS||Stealth,https://neros.itch.io/toughen-up-princess,GDL - February Change Jam,https://www.itch.io/jam/gdl-feb-change-jam,7,0,1
,,,Fun||Polish||Creativity||Overall||Theme,881.0,computerfiguur,https://computerfiguur.itch.io,Survival,,,,,,Save the world,13.0,3.0,Windows,Name your own price,,5||7||9||10||11,3.154||2.846||2.846||2.788||2.308,,3.154||2.846||2.846||2.788||2.308,SaveTheWorld (1).exe||4 MB||||Windows,,Released,https://itch.io/jam/gdl-feb-change-jam/rate/228329,from-another-perspective||Game Jam||gdl,https://computerfiguur.itch.io/save-the-world,GDL - February Change Jam,https://www.itch.io/jam/gdl-feb-change-jam,10,0,1
,,,Fun||Theme||Polish||Overall||Creativity,376.0,PatrickSeeley,https://dgtl.itch.io,Action,,,,,Unity,The Elastic Orb,12.0,1.0,Windows||macOS||Linux||HTML5,Name your own price,,1||1||1||1||2,3.750||3.750||3.750||3.750||3.750,,3.750||3.750||3.750||3.750||3.750,ElasticOrb_WINDOWS.zip||17 MB||||Windows<>ElasticOrb_MACOSX.zip||19 MB||||macOS<>ElasticOrb_LINUX.zip||19 MB||||Linux,,Released,https://itch.io/jam/game-dev-league-september-game-jam/rate/86158,2D||Arcade||pong||Singleplayer,https://dgtl.itch.io/the-elastic-orb,Game Dev League September Game Jam,https://www.itch.io/jam/game-dev-league-september-game-jam,1,1,1
,,,Creativity||Fun||Polish||Overall||Theme,426.0,wilsk,https://wilsk.itch.io,Simulation,,,,,Unity,Missile Commander,11.0,1.0,Windows||HTML5,,,4||5||5||5||8,3.273||2.364||2.364||2.614||2.455,,3.273||2.364||2.364||2.614||2.455,Missile Commander Win_Data.zip||11 MB||||Windows,,Released,https://itch.io/jam/game-dev-league-september-game-jam/rate/86238,gamedevleague||GBJam||gdl,https://wilsk.itch.io/missile-commander,Game Dev League September Game Jam,https://www.itch.io/jam/game-dev-league-september-game-jam,5,0,1
,,About a half-hour,Overall feeling||Originality||Narration,561.0,Elena Tchijakoff,https://elenatchi.itch.io,Interactive Fiction,Keyboard,English,,,Unity||Blender||Adobe Photoshop,I Would Like To Go Home,18.0,2.0,Windows||HTML5,Name your own price,,1||1||4,4.611||4.778||4.278,,4.611||4.778||4.278,IWLTGH_WIN.zip||23 MB||||Windows,,Released,https://itch.io/jam/inkjam-2019/rate/487064,Atmospheric||ink||inkjam19||Narrative||Robots||Short||Space||Text based||Unity,https://elenatchi.itch.io/i-would-like-to-go-home,inkJam 2019,https://www.itch.io/jam/inkjam-2019,1,1,1
,,About a half-hour,Narration||Overall feeling||Originality,431.0,quackoquack,https://quackoquack.itch.io,Interactive Fiction,,,,,,Oblivion,10.0,2.0,HTML5,,,1||2||2,4.600||4.600||4.700,,4.600||4.600||4.700,,,Released,https://itch.io/jam/inkjam-2019/rate/487030,Futuristic||ink||inkjam||Meaningful Choices||Multiple Endings||Narrative||Sci-fi||Space||Story Rich||Text based,https://quackoquack.itch.io/oblivion,inkJam 2019,https://www.itch.io/jam/inkjam-2019,2,1,1
,,A few minutes,Overall feeling||Narration||Originality,505.0,Haunted Forest,https://haunted-forest.itch.io,Interactive Fiction,Mouse,English,12 October 2019 @ 11:40,,Unity,The Ingredient,14.0,3.0,HTML5,,,3||3||5,4.286||4.357||4.214,,4.286||4.357||4.214,TheIngredient.zip||6 MB||||<>TheIngredient_InkFiles.zip||12 kB||||,,Released,https://itch.io/jam/inkjam-2019/rate/487392,2D||inkjam2019,https://haunted-forest.itch.io/ingredient,inkJam 2019,https://www.itch.io/jam/inkjam-2019,3,1,1
,,,Overall feeling||Originality||Narration,160.0,wetcircuit,https://wetcircuit.itch.io,,,,,,Unity,The Vanishing Hitchhiker,13.0,4.0,HTML5,,,12||14||15,3.538||3.769||3.231,,3.538||3.769||3.231,,https://github.com/inkle/ink-unity-integration/issues/22#issuecomment-304062888,Released,https://itch.io/jam/inkjam-2019/rate/486846,inkjam19,https://wetcircuit.itch.io/the-vanishing-hitchhiker,inkJam 2019,https://www.itch.io/jam/inkjam-2019,12,0,1
,,,Originality||Narration||Overall feeling,479.0,O-Gin,https://o-gin.itch.io,Interactive Fiction,,,,,,Perilous Faults,11.0,1.0,HTML5,,,11||13||16,3.909||3.455||3.273,,3.909||3.455||3.273,,,Released,https://itch.io/jam/inkjam-2019/rate/487115,,https://o-gin.itch.io/perilous-faults,inkJam 2019,https://www.itch.io/jam/inkjam-2019,16,0,1
