jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration,jam_desc_len,jam_name_y,jam_no_illustrations,jam_no_videos,num_hosts,num_criteria
Submissions,2019-05-23 16:00:00,RealNerdGamer,30 Seconds,3,1,1,2019-05-16 16:00:00,https://www.itch.io/jam/30secrealnerdgamerjam1,y,168.0,2156,30 Seconds,0,0,1,1
Pixeled,2018-11-07 11:00:00,LarsG2005,Pixeler's Jam,26,26,6,2018-10-31 11:00:00,https://www.itch.io/jam/pixelers-jam,y,168.0,357,Pixeler's Jam,0,0,1,1
Overall||Originality||Creative Gameplay||Innovative Levels||Engaging Philosophy||Sound Design,2018-01-14 11:00:00,TairaGames,Rage Game Jam,33,116,11,2018-01-07 11:00:00,https://www.itch.io/jam/rage-game-jam,y,168.0,1656,Rage Game Jam,0,0,1,6
Overall||How would you rate the game's gameplay/mechanics?||How would you rate the creativity of this game?||Overall score,2018-07-16 16:00:00,Water Flare,Minimalistic Jam 3,239,526,66,2018-07-09 16:00:00,https://www.itch.io/jam/minimalistic-jam-3,y,168.0,1731,Minimalistic Jam 3,0,0,1,4
Overall||Creativity||Customization||Writing,2019-08-22 21:00:00,TeasJams||Drifty,Creative Cutscene Contest,25,110,10,2019-08-15 21:00:00,https://www.itch.io/jam/c3,y,168.0,1904,Creative Cutscene Contest,1,0,2,4
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-01-21 02:00:00,artsybarrels,Bored Pixels Jam 3,180,377,41,2019-01-14 02:00:00,https://www.itch.io/jam/bored-pixels-jam-3,y,168.0,2830,Bored Pixels Jam 3,1,1,1,6
Overall||Relation to topic||Creativity||Fun,2018-02-22 22:00:00,nibb13,Scenic screenshot jam #1,1,0,1,2018-02-15 22:00:00,https://www.itch.io/jam/scenic-screenshot-jam-1,y,168.0,1151,Scenic screenshot jam #1,3,0,1,4
Overall||Tema||Gráficos||Jugabilidad||Audio||Originalidad,2019-06-08 18:00:00,Damv,Indie Dev Jam Español #2,22,48,11,2019-06-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-2,n,168.0,1244,Indie Dev Jam Español #2,0,0,1,6
Must be educational with accurate information||Wars that need to be included: World War 1 - World War 2 - Future War(s)||How fun is the game?||Answering the questions in the description (not all of them),2018-09-09 07:00:00,Boss Studios,Educational Games (technology and war),2,0,1,2018-09-02 07:00:00,https://www.itch.io/jam/educational-games-technologyaffectingwars,y,168.0,1006,Educational Games (technology and war),0,0,1,4
Overall,2018-10-24 08:00:00,Homa Games,Homa Games Monthly Game Jam,3,0,1,2018-10-17 08:00:00,https://www.itch.io/jam/hg-monthly-jam,y,168.0,4492,Homa Games Monthly Game Jam,0,1,1,1
Overall||Jugabilidad||Tema||Audio||Gráficos||Originalidad,2019-10-08 18:00:00,Damv,Indie Dev Jam en Español #6,23,20,5,2019-10-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-6,n,168.0,1392,Indie Dev Jam en Español #6,0,0,1,6
Overall,2018-11-17 06:00:00,norburyw,Nor Gamez,1,0,1,2018-11-10 06:00:00,https://www.itch.io/jam/nor-gamez,y,168.0,21,Nor Gamez,0,0,1,1
Overall,2019-08-26 00:00:00,SteliosWinters,Evil Jam,23,6,3,2019-08-19 00:00:00,https://www.itch.io/jam/evil,y,168.0,568,Evil Jam,0,0,1,1
Overall||Gameplay/Mechanics||Presentation of Game,2016-11-28 05:00:00,Ezhiron,MindJam 2016,41,2,1,2016-11-21 05:00:00,https://www.itch.io/jam/mindjam2016,y,168.0,1582,MindJam 2016,0,0,1,3
Art Style||Environment,2017-12-31 06:00:00,Diverman Gecko,Low-Poly Christmas Jam,3,2,2,2017-12-24 06:00:00,https://www.itch.io/jam/lowpolyjam,y,168.0,355,Low-Poly Christmas Jam,1,0,1,2
Overall||Moddability||Fun||Graphics||Sound||Gameplay,2019-09-07 19:00:00,Ratstail91,Unity Script Jam,4,0,1,2019-08-31 19:00:00,https://www.itch.io/jam/unity-script-jam,y,168.0,1268,Unity Script Jam,0,0,1,6
Fun||Creativity||Game Design||Music,2019-05-17 10:00:00,OpenDoresGaming,Role Play Game Jam,46,7,4,2019-05-10 10:00:00,https://www.itch.io/jam/role-play-game-jam,y,168.0,2192,Role Play Game Jam,1,0,1,4
Overall||Gameplay||Theme||Graphics||Audio,2017-02-19 23:00:00,Ulydev,Unijam - Theme mixup!,66,80,9,2017-02-12 23:00:00,https://www.itch.io/jam/unijam,y,168.0,568,Unijam - Theme mixup!,1,0,1,5
Overall||Theme (Does this match the theme well?)||Gameplay (How fun is it?)||Graphics (Is it pretty?)||Audio (Does it sound good?),2019-10-07 04:00:00,Pale||Sarrixx,One Script Jam,98,157,13,2019-09-30 04:00:00,https://www.itch.io/jam/osj,y,168.0,2466,One Script Jam,0,2,2,5
Overall,2019-07-18 22:00:00,BrokenManGames,BrokenManJam,7,0,1,2019-07-11 22:00:00,https://www.itch.io/jam/bmj,y,168.0,1417,BrokenManJam,3,0,1,1
Overall||Creativity||Visuals||Sounds||Fun,2017-02-11 05:00:00,phantomunboxing||keepitsane,VR-Jam 2017,65,15,6,2017-02-04 05:00:00,https://www.itch.io/jam/vr-jam,y,168.0,616,VR-Jam 2017,0,0,2,5
Overall||Overall||Audio||Gameplay||Visuals||Inovation,2019-04-14 04:00:00,Trialblazer,Perplexity Jam #3,7,0,3,2019-04-07 04:00:00,https://www.itch.io/jam/perplexity-jam-3,y,168.0,1103,Perplexity Jam #3,0,0,1,6
Overall||Gameplay||Theme||Innovation||Fun,2019-07-12 22:00:00,Corniflex,UDC Jam Week #8 - 30 Seconds,13,40,6,2019-07-05 22:00:00,https://www.itch.io/jam/udc-jam-week-8,y,168.0,1478,UDC Jam Week #8 - 30 Seconds,1,0,1,5
Concept (1+1=3)||Gameplay||Visuals||Relevance to theme: Winter,2017-11-10 12:30:00,Gurpreet Singh Matharoo,1+1=3 Jam,98,35,11,2017-11-03 12:30:00,https://www.itch.io/jam/oneplusone,y,168.0,2017,1+1=3 Jam,4,0,1,4
JOKE (FOOL FACTOR)||VISUALS||AUDIO||POLISH,2018-04-02 04:59:59,radHABiT,APRIL FOOL'S JAM,88,34,18,2018-03-26 04:59:59,https://www.itch.io/jam/april-fools-jam,y,168.0,819,APRIL FOOL'S JAM,0,0,1,4
Overall||Gameplay||Theme||Innovation||Aesthetics||Sound,2018-03-08 00:00:00,XIFI,GIAW - Game In A Week,11,0,1,2018-03-01 00:00:00,https://www.itch.io/jam/giaw1,y,168.0,1081,GIAW - Game In A Week,1,0,1,6
Overall||Fun||Creativity||Polish||Theme,2016-12-12 00:00:00,ViolentCrumble||Kalishir,Game Dev League December Jam,54,102,11,2016-12-05 00:00:00,https://www.itch.io/jam/game-dev-league-december-jam,y,168.0,2462,Game Dev League December Jam,0,0,2,5
Overall||Quality of Gameplay||Graphics||Music/SFX,2018-05-28 12:00:00,NerdThings,NerdJam #1,5,0,1,2018-05-21 12:00:00,https://www.itch.io/jam/nerdjam,y,168.0,1707,NerdJam #1,0,0,1,4
Idea||Fun||Story||Art||Music,2019-07-22 14:30:00,Mystery Man,Mystery Man Game Jam,10,0,2,2019-07-15 14:30:00,https://www.itch.io/jam/mystery-man-game-jam,y,168.0,1669,Mystery Man Game Jam,3,0,1,5
Overall||Gameplay||Art||Sound Design||Stability||Comparison,2019-08-04 05:00:00,SuperGamersGames,"GJAW #2 - ""What a Knockoff!""",15,12,4,2019-07-28 05:00:00,https://www.itch.io/jam/gjawknockoff,y,168.0,894,"GJAW #2 - ""What a Knockoff!""",1,0,1,6
Overall||General||Música||Innovación||Diversión||Visuales,2018-02-26 05:00:00,Doragon Games,Arcade Game Jam,15,45,8,2018-02-19 05:00:00,https://www.itch.io/jam/arcade-gamejam,n,168.0,3490,Arcade Game Jam,3,0,1,6
Role Success,2018-06-22 23:00:00,Elliot_Chester||George Flude,Switcheroo Jam,15,1,1,2018-06-15 23:00:00,https://www.itch.io/jam/switcheroo-jam,y,168.0,2078,Switcheroo Jam,0,1,2,1
Overall||Fun||Technical||Music/Sound||Graphics/Animation||Theme/Limitation,2019-10-18 17:00:00,Joshua McLean,Horror Humor Jam [8 Bits to Infinity],86,0,9,2019-10-11 17:00:00,https://www.itch.io/jam/horror-humor-jam,y,168.0,7142,Horror Humor Jam [8 Bits to Infinity],1,0,1,6
Overall||Concept - How well does it match the theme?||Playability - Is it fun and challenging enough to play?​||Visual impression​ - Does the art style suit the game and looks good?​||Replayability​ - Is it compelling and does it have high replay value?​||Creativity - How creative and unique is the game?​,2017-12-10 19:00:00,Tbjbu2,Sykoo's Community Game Jam,86,151,13,2017-12-03 19:00:00,https://www.itch.io/jam/sykoos-game-jam,y,168.0,903,Sykoo's Community Game Jam,0,1,1,6
Overall||Gameplay||Innovation||Bugginess||Visual arts||Music,2019-06-30 16:00:00,knh190,7 Day Buggy Jam,14,3,4,2019-06-23 16:00:00,https://www.itch.io/jam/7d-buggy-jam,y,168.0,861,7 Day Buggy Jam,0,0,1,6
Overall||Hot||Cold||Volatile||Dark,2019-04-07 22:00:00,Bricabrac,VAMPIRE JAM,124,525,29,2019-03-31 22:00:00,https://www.itch.io/jam/vampire-jam,y,168.0,3730,VAMPIRE JAM,3,0,1,5
Overall||Gameplay||Theme||Innovation||Fun||Staff Favorites,2018-12-08 00:00:00,Corniflex,UDC Jam Week #2 - You Are The Monster,14,40,4,2018-12-01 00:00:00,https://www.itch.io/jam/udc-jam-week-2,y,168.0,1538,UDC Jam Week #2 - You Are The Monster,2,0,1,6
Overall||Themes||Innovation||Quality||Fun||Graphics||Music,2018-03-17 19:00:00,TyDoesStuff,Triple Flavor Jam,14,0,1,2018-03-10 19:00:00,https://www.itch.io/jam/triple-flavor-jam,y,168.0,931,Triple Flavor Jam,0,0,1,7
Best Overall||Best Gameplay||Best Art||Best Sound,2018-08-16 04:00:00,A32rock,Wild Game Jam,9,0,2,2018-08-09 04:00:00,https://www.itch.io/jam/wild-game-jam,y,168.0,254,Wild Game Jam,0,0,1,4
Overall||Gráficos||Originalidad||Música||Diseño||Jugabilidad,2016-05-09 16:00:00,CSH1VG,Cervantes Game Jam,14,1,2,2016-05-02 16:00:00,https://www.itch.io/jam/cervantesgamejam,n,168.0,2791,Cervantes Game Jam,0,0,1,6
Keeps to the theme||Originality||Simplicity||Fun level||Creativity||Paradoxal simplicity||Amusement,2017-09-10 04:00:00,pixelherodev,Hello Jam,8,0,2,2017-09-03 04:00:00,https://www.itch.io/jam/hello-jam,y,168.0,5313,Hello Jam,0,0,1,7
Game of Jam||Most Festive||Grandma's Favorite Game||Game most likely to give someone a drinking problem,2019-01-01 05:00:00,Jon Terp,[Festive Spirits] Awful Holiday Jam (2018),57,200,15,2018-12-25 05:00:00,https://www.itch.io/jam/awful-holiday-2018,y,168.0,1691,[Festive Spirits] Awful Holiday Jam (2018),1,0,1,4
"Overall||How well does the nudity incorporate in the game?||Is the game objectively fun? If everyone stayed clothed, would I still enjoy it?||How original is it? Was the game unique beyond the nudity?",2018-03-30 13:00:00,JaminTheSandwich,Noticeably Naked Jam (with prize),12,14,2,2018-03-23 13:00:00,https://www.itch.io/jam/noticeably-naked-jam,y,168.0,4123,Noticeably Naked Jam (with prize),0,0,1,4
Overall||Use of theme||Gameplay & Fun||Visuals||Original idea||Audio & Music||Delthor's Opinion,2019-05-24 22:00:00,Delthor Games,Delthor Jam #4,8,6,2,2019-05-17 22:00:00,https://www.itch.io/jam/delthor-jam-4,y,168.0,613,Delthor Jam #4,0,0,1,7
Overall||Does the game have platformer aspects?||Does the game have 2D aspects (Not including UI)?||Was the game fun?||Does the game have a unique feature(s)?,2018-09-07 23:00:00,TechieCrow,2D Platformer Jam,73,401,19,2018-08-31 23:00:00,https://www.itch.io/jam/2d-platformer-jam,y,168.0,1147,2D Platformer Jam,0,0,1,5
Overall||Use of the theme||Fun & Gameplay||Graphics||Audio & Music||Original idea,2019-02-16 22:59:59,Delthor Games,Delthor Game Jam,10,1,2,2019-02-09 22:59:59,https://www.itch.io/jam/delthor-game-jam,y,168.0,686,Delthor Game Jam,0,0,1,6
Overall||Theme||Gameplay||Art||Sounds||Originality,2019-05-06 05:00:00,artisiole,Food Jam,8,1,1,2019-04-29 05:00:00,https://www.itch.io/jam/foodjam,y,168.0,137,Food Jam,0,0,1,6
Overall||Raspberriness||Graphics||Gameplay,2015-09-20 04:00:00,Robot Loves Kitty,GameKid Raspberry Jam,12,0,5,2015-09-13 04:00:00,https://www.itch.io/jam/raspberry-jam,y,168.0,934,GameKid Raspberry Jam,0,0,1,4
Overall||Creative Gameplay||Stimulating Audio||Immersive Visuals||Theme Adaptation,2018-07-09 12:00:00,TairaGames,Dev Squad Jam: ONE ROOM,105,322,25,2018-07-02 12:00:00,https://www.itch.io/jam/dev-squad-jam-5,y,168.0,885,Dev Squad Jam: ONE ROOM,0,2,1,5
Overall||Art||Sound||Design||Cat-ness,2017-07-07 03:59:59,kittenoah,Cat Jam,12,5,5,2017-06-30 03:59:59,https://www.itch.io/jam/cat-jam,y,168.0,479,Cat Jam,0,0,1,5
Is the game so bad that it's good?,2017-07-02 23:00:00,Ned Reid,'So bad it's good' Jam,74,276,27,2017-06-25 23:00:00,https://www.itch.io/jam/so-bad-its-good-jam,y,168.0,1423,'So bad it's good' Jam,0,0,1,1
Rating,2017-08-11 20:00:00,64Mega||Nopy,7D3D,17,7,4,2017-08-04 20:00:00,https://www.itch.io/jam/7d3d,y,168.0,1740,7D3D,0,0,2,1
Best Game!||Great Idea!||Accurate!,2019-08-24 07:00:00,Dud3rdude,SCP Jam #2,7,0,1,2019-08-17 07:00:00,https://www.itch.io/jam/scp-jam-2,y,168.0,187,SCP Jam #2,0,0,1,3
Enjoyability||Effects||Heros/Characters||UI||Host's preference :),2019-06-19 20:00:00,Vladisaman,Fighting Game Jam,6,0,1,2019-06-12 20:00:00,https://www.itch.io/jam/fighting-game-jam2,y,168.0,1909,Fighting Game Jam,0,0,1,5
Overall,2017-08-13 22:00:00,PixelCrate,NES Jam,57,0,16,2017-08-06 22:00:00,https://www.itch.io/jam/nes-jam,y,168.0,1774,NES Jam,0,0,1,1
Overall||Fun Value||RPG-ishness||Functionality||Creativity||Quality of writing,2016-01-27 05:00:00,Lin The Shark,Twine RPG Jam,6,0,1,2016-01-20 05:00:00,https://www.itch.io/jam/twine-rpg-jam,y,168.0,1991,Twine RPG Jam,0,0,1,6
Should follow theme||Should be creative||Should be fun to play,2018-02-18 00:00:00,Centuria game dev,Pure.js,6,0,1,2018-02-11 00:00:00,https://www.itch.io/jam/purejs3,y,168.0,457,Pure.js,0,0,1,3
Overall||Boxification||Eargasmaticism||Ingenuiception||Blastasticalism||Artsifartsiness,2019-05-23 14:30:00,mbg180,B▦XJAM,10,1,1,2019-05-16 14:30:00,https://www.itch.io/jam/boxjam,y,168.0,2025,B▦XJAM,5,0,1,6
Overall||Requirement||Fun||Innovation||Technical||Audio||Graphics,2019-05-09 16:00:00,Joshua McLean,8 Bits to Infinity ~ Mashup Jam,74,0,20,2019-05-02 16:00:00,https://www.itch.io/jam/mashupjam,y,168.0,7627,8 Bits to Infinity ~ Mashup Jam,1,0,1,7
Overall||Fun/Usefulness||Innovation||Technical||Audio||Graphics,2019-07-11 16:00:00,Joshua McLean,Anything Goes Jam [8 Bits to Infinity],112,0,31,2019-07-04 16:00:00,https://www.itch.io/jam/anything-goes-jam-8-bits-to-infinity,y,168.0,7281,Anything Goes Jam [8 Bits to Infinity],1,0,1,6
Overall||Fun||Technical||Music/Sound||Graphics/Animation||Theme/Limitation,2019-08-16 17:00:00,Joshua McLean,GB30 Jam [8 Bits to Infinity],90,0,21,2019-08-09 17:00:00,https://www.itch.io/jam/gb30-jam,y,168.0,8209,GB30 Jam [8 Bits to Infinity],1,0,1,6
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-10-21 02:00:00,artsybarrels,Bored Pixels Jam 6,59,89,8,2019-10-14 02:00:00,https://www.itch.io/jam/bored-pixels-jam-6,y,168.0,2553,Bored Pixels Jam 6,1,0,1,6
Overall||Relevance To The Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2018-10-22 02:00:00,artsybarrels,Bored Pixels Jam 2,100,123,19,2018-10-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-2,y,168.0,2655,Bored Pixels Jam 2,3,1,1,6
Overall||High Accuracy||Good Graphics||Playable?,2018-09-06 20:00:00,Ali107,Simulation Jam,12,5,2,2018-08-30 20:00:00,https://www.itch.io/jam/simulation-jam,y,168.0,644,Simulation Jam,0,0,1,4
Overall||How fun is it to play?||How complex are the mechanics?||Are the amount of features adequate?,2019-03-02 00:00:00,Astronaronic,Sim Jam,7,0,2,2019-02-23 00:00:00,https://www.itch.io/jam/sim-jam,y,168.0,535,Sim Jam,0,0,1,4
Overall||Story||Gameplay||Creativity||Graphics||Sound||Relation to Theme,2019-03-27 20:00:00,Jamalam.360,Jammy Jam | Weekly #2,5,1,1,2019-03-20 20:00:00,https://www.itch.io/jam/jammy-jam-weekly-2,y,168.0,1367,Jammy Jam | Weekly #2,0,0,1,7
Overall||Overall quality||Gameplay quality||Asset quality,2017-07-25 07:00:00,Avery Wagar,VRJAM 2017,7,1,1,2017-07-18 07:00:00,https://www.itch.io/jam/vrjam,y,168.0,577,VRJAM 2017,0,0,1,4
Overall||Innovation||Fun||Theme (How well does it stick to the theme?)||Graphics||Audio (SFX & Music)||Humor,2018-12-22 18:00:00,Sv443||Skjold||Confettimaker||glucic||MemeSenpai||sei556||canarado||IllusionMan1212||Kkajr,Cult of Jabril(s) XMAS Jam,43,74,7,2018-12-15 18:00:00,https://www.itch.io/jam/cult-of-jabrils-xmas-jam,y,168.0,3482,Cult of Jabril(s) XMAS Jam,0,0,9,7
Overall||Gameplay||Theme||Innovation||Fun,2019-06-08 00:00:00,Corniflex,UDC Jam Week #7 - Factory,16,36,5,2019-06-01 00:00:00,https://www.itch.io/jam/udc-jam-week-7,y,168.0,1468,UDC Jam Week #7 - Factory,1,0,1,5
Overall||Before Playing||After Playing,2019-01-25 06:00:00,ZenethGameMaker106,FPS Mini Jam Before And After,5,4,1,2019-01-18 06:00:00,https://www.itch.io/jam/fps-before-and-after,y,168.0,756,FPS Mini Jam Before And After,0,0,1,3
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-04-22 02:00:00,artsybarrels,Bored Pixels Jam 4,93,32,10,2019-04-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-4,y,168.0,3029,Bored Pixels Jam 4,1,1,1,6
Enjoyment||Graphics||Sound,2018-03-10 03:00:00,Lartu||tejo240,Lartu's Mini-RPG One Week Jam,145,245,23,2018-03-03 03:00:00,https://www.itch.io/jam/lartus-mini-rpg-one-week-jam,y,168.0,3639,Lartu's Mini-RPG One Week Jam,1,0,2,3
Overall||Creativity||Graphics||Replayability,2018-12-19 05:00:00,Dodger399,Flappy Bird Clones,5,4,2,2018-12-12 05:00:00,https://www.itch.io/jam/flappy-bird-clones,y,168.0,320,Flappy Bird Clones,0,0,1,4
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-07-22 02:00:00,artsybarrels,Bored Pixels Jam 5,79,165,16,2019-07-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-5,y,168.0,2552,Bored Pixels Jam 5,1,1,1,6
Overall||Gameplay||Theme||Innovation||Fun,2019-04-13 00:00:00,Corniflex,UDC Jam Week #5 - Minimalistic,17,46,7,2019-04-06 00:00:00,https://www.itch.io/jam/udc-jam-week-5,y,168.0,1433,UDC Jam Week #5 - Minimalistic,1,0,1,5
Gameplay||Innovation||Game Feel / Polish||Art||Audio||Stability,2019-07-26 21:00:00,89o,The RNJam,47,64,10,2019-07-19 21:00:00,https://www.itch.io/jam/rnjam,y,168.0,2593,The RNJam,0,0,1,6
Overall,2018-01-22 08:00:00,jmas,POP UP JAM,9,0,4,2018-01-15 08:00:00,https://www.itch.io/jam/pop-up-jam,y,168.0,248,POP UP JAM,3,0,1,1
Overall||gameplay (fun/engaging/immersive/gamefeel/story)||audio (sfx/music)||visual (style/graphics/ui/shaders/camera work),2019-01-19 14:00:00,TigerJ,Weakness Week 2019,48,46,18,2019-01-12 14:00:00,https://www.itch.io/jam/weakness-week,y,168.0,1450,Weakness Week 2019,0,0,1,4
Overall||Inventiveness||Functionality||Fun,2018-10-26 23:00:00,Jelly Trip Games,Jelly Jam,11,19,3,2018-10-19 23:00:00,https://www.itch.io/jam/jelly-jam,y,168.0,877,Jelly Jam,1,0,1,4
Overall||Philosophy||Engaging||Graphics||Sound||Cohesion,2019-01-12 23:00:00,tallshrimp,Philosophy Game Jam,85,44,10,2019-01-05 23:00:00,https://www.itch.io/jam/philosophy-game-jam,y,168.0,2887,Philosophy Game Jam,0,0,1,6
Almonds||Gameplay Quality||Art Quality,2018-08-23 04:00:00,Dr. Wasabi,Almond Jam,9,2,2,2018-08-16 04:00:00,https://www.itch.io/jam/almond-jam,y,168.0,632,Almond Jam,0,0,1,3
SPOOK AWARD (Best Game)||SPOOK AWARD (Host's Choice)||SCARE AWARD (Scariest Game)||SCREAM AWARD (Best Screams),2018-10-23 23:00:00,SCREAM CATALOGUE||Caveware Digital,SCREAM JAM,84,154,23,2018-10-16 23:00:00,https://www.itch.io/jam/screamjam,y,168.0,1088,SCREAM JAM,4,0,2,4
Overall||Fun||Stuck to the theme of food||Intuitive||Graphics||Sound||Replayability,2019-07-27 22:00:00,Nopy||pixelherodev,Fantasy Console Game Jam #4,45,102,13,2019-07-20 22:00:00,https://www.itch.io/jam/fcgj4,y,168.0,844,Fantasy Console Game Jam #4,2,0,2,7
Overall||Relevance To Theme||Creativity||OLC Judges Award,2018-11-23 20:00:00,javidx9,OLC CODEJAM 2018,79,118,18,2018-11-16 20:00:00,https://www.itch.io/jam/olc-codejam-2018,y,168.0,1377,OLC CODEJAM 2018,2,0,1,4
Overall||Gameplay||Theme||Innovation||Fun,2019-03-09 00:00:00,Corniflex,UDC Jam Week #4 - Gravity,16,76,10,2019-03-02 00:00:00,https://www.itch.io/jam/udc-jam-week-4,y,168.0,1427,UDC Jam Week #4 - Gravity,1,0,1,5
Overall||Gameplay||Creativity||Theme||Graphics||Audio||Judge Ranking,2019-07-01 04:00:00,phantomunboxing,VR-Jam 2019,95,48,11,2019-06-24 04:00:00,https://www.itch.io/jam/vr-jam-2k19,y,168.0,772,VR-Jam 2019,0,0,1,7
Overall||Quality of the game||Story line and Action,2019-06-22 07:00:00,JuanTheGameDeveloper,The Superhero Game Jam!,5,0,1,2019-06-15 07:00:00,https://www.itch.io/jam/the-superhero-game-jam,y,168.0,360,The Superhero Game Jam!,0,0,1,3
Nicheness,2018-03-02 23:00:00,Perebite,INDIGESTIBLE JAM,45,12,7,2018-02-23 23:00:00,https://www.itch.io/jam/indigestible-jam,y,168.0,3013,INDIGESTIBLE JAM,2,2,1,1
Overall||Great||Good||Ok||Needs more work||Maybe start something new,2017-02-16 08:00:00,Flavorful,DemoJam -   Submit your Demos here!,9,1,7,2017-02-09 08:00:00,https://www.itch.io/jam/DemoJam,y,168.0,226,DemoJam -   Submit your Demos here!,0,0,1,6
Shades Of Black||Art||Music||Rules Respect,2018-07-15 22:00:00,AdriaAyl,The Black Pixel JAM - 2018,15,4,3,2018-07-08 22:00:00,https://www.itch.io/jam/the-black-pixel-jam-2018,y,168.0,332,The Black Pixel JAM - 2018,0,0,1,4
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2018-07-23 06:00:00,artsybarrels,Bored Pixels Jam,76,207,21,2018-07-16 06:00:00,https://www.itch.io/jam/bored-pixels-jam,y,168.0,2657,Bored Pixels Jam,3,1,1,6
Educational value||Fun||Gameplay||Graphics||Sound||Followed restrictions,2019-06-20 21:00:00,4aiman,EduJam,4,0,1,2019-06-13 21:00:00,https://www.itch.io/jam/edujam,y,168.0,587,EduJam,0,0,1,6
Overall||Lyrics||Tune/Melody||Chords/Harmony||Rhythm||Originality||Replayability,2018-06-23 07:00:00,wolfcartel,Tune Jam,8,5,4,2018-06-16 07:00:00,https://www.itch.io/jam/tune-jam,y,168.0,646,Tune Jam,1,0,1,7
Overall,2019-09-03 00:00:00,SteliosWinters,Intellivision Jam #2,9,10,3,2019-08-27 00:00:00,https://www.itch.io/jam/intellivision2,y,168.0,891,Intellivision Jam #2,0,0,1,1
Overall||Idea||Gameplay||Polish||Graphics||Sound,2018-06-07 22:00:00,Fabian||Infernal Light Games,Infernal Light Jam,17,11,5,2018-05-31 22:00:00,https://www.itch.io/jam/infernal-light-jam,y,168.0,808,Infernal Light Jam,0,0,2,6
