game_accessibility,game_ave_session,game_desc_len,game_genres,game_inputs,game_language,game_last_update,game_made_with,game_name,game_no_screenshots,game_platforms,game_price,game_publish_date,game_size,game_status,game_tags,game_url
,,499,Action||Racing,,,,,Bouncy Buggy,1,Windows,"Name your own price,Name your own price",,26 MB,In development,3D Platformer||vaporwave,https://neotalon.itch.io/bouncy-buggy
,,0,Platformer,,,,,Time Skip,1,,"Name your own price,Name your own price",,26 MB,Released,,https://marinosdev.itch.io/time-skip
,A few minutes,403,Puzzle,Keyboard||Mouse,English,,,Emotional Robot,3,HTML5,,,,Released,artgame||Casual||Minimalist,https://emotionalrobots.itch.io/emotional-robot
,,140,Shooter,,,,Phaser,Final Faser,1,HTML5,,,,In development,2D||arena,https://exe-cutable.itch.io/final-faser
,,411,Role Playing,,,,Godot,Dungeon of Cor,5,Windows||Linux,,,17 MB||17 MB,Prototype,3D||Dungeon Crawler||First-Person||Pixel Art||Roguelike,https://cowthing.itch.io/dungeon-of-cor
,,1264,,,,,Phaser,Mad Skience,1,HTML5,,,,Released,Game Jam||js48,https://iszla.itch.io/mad-skience
,,426,,,,,,Super Turbo Turkey Puncher 3,2,Android||Flash,Name your own price,,10 MB,Released,android||doom||doom3||fan||Fangame||flash||punch||superturboturkeypuncher3||super-turbo-turkey-puncher-3||turkey,https://sanctioned13.itch.io/super-turbo-turkey-puncher-3
Color-blind friendly,About a half-hour,2997,Strategy,Mouse,English,,GameMaker: Studio||Aseprite||Bfxr,Embry,4,Windows||HTML5,Name your own price,,4 MB,In development,Endless||Female Protagonist||GameMaker||Mouse only||Pixel Art||Procedural Generation||Sci-fi||Singleplayer||Space||Turn-based,https://benamas.itch.io/embry
,,332,Platformer||Adventure,,,,Unity,Mochi,3,HTML5,,,,Prototype,2D||Side Scroller,https://dpad46.itch.io/mochi
,A few minutes,493,Interactive Fiction||Adventure,,,,Twine,Forgotten Wooded Area 2.0,4,HTML5,,,,On hold,2D||Animals||Creepy||Dogs||Horror,https://cookhi.itch.io/forgotten-wooded-area
,A few minutes,1701,Shooter,Keyboard||Mouse||Gamepad (any),English,,,Blob Blaster!,4,Windows||macOS||Linux,,,30 MB||27 MB||39 MB,In development,Shoot 'Em Up||Twin Stick Shooter,https://blackquiltro.itch.io/blob-blaster
,,658,Survival,,,,,CREEPY STEVE,7,Windows,,,13 MB,Released,Horror||lone-survivor||Survival Horror,https://joecapo.itch.io/cs
,,1003,Shooter,,,,Godot,Super Asteroid Mine Rescue Color,1,Windows||macOS||Linux,,,13 MB||12 MB||12 MB||12 MB||13 MB||13 MB,Released,2D||8-Bit||Aliens||Arcade||defender||Female Protagonist||godot||Procedural Generation||sci-fi||spelunky,https://metafetajetpack.itch.io/super-asteroid-mine-rescue-color
,A few minutes,329,Role Playing,Mouse||Touchscreen||Smartphone,English,,Phaser,Monstrous Mixtures,1,HTML5,,,,Released,Hack and Slash||Retro,https://docjekyll.itch.io/monstrous-mixtures
,A few minutes,657,Puzzle||Platformer,Keyboard,English,,PuzzleScript,Sacrifices must (not) be made,3,HTML5,,,,Released,2D||artgame||Pixel Art||Puzzle-Platformer||PuzzleScript||Singleplayer,https://jhu.itch.io/sacrifices-must-not-be-made
,A few minutes,1213,Platformer,Keyboard,English,,,Don't Stop,1,Windows||Linux,"Name your own price,Name your own price",,26 MB||19 MB,In development,2D||Abstract||Arcade||atari||Endless||jumping||one-button||Runner,https://danjo.itch.io/dont-stop
,,848,Platformer,,,,Godot,A Wizard in a Cave,4,Windows,,,4 MB||5 MB,Released,,https://svntax.itch.io/a-wizard-in-a-cave
,A few seconds,303,,Keyboard,English,,,Juck,1,Windows||macOS||Linux,,,6 MB||5 MB||8 MB||5 MB||4 MB,Released,2D||jumping||Side Scroller,https://fry.itch.io/juck
,,262,,,,,,DotDot,1,,,,,Released,,https://vkrishna.itch.io/dotdot
,,427,Shooter,,,,,0-94,1,,,,,In development,,https://delgame.itch.io/0-94
Subtitles||High-contrast,A few seconds,228,Shooter,Keyboard||Mouse||Gamepad (any),English||Russian,,,SufferLand,4,Windows||macOS||Linux,"Name your own price,Name your own price",,24 MB||24 MB,In development,,https://timofffee.itch.io/sufferland
,,687,Racing,,,,Godot,RAZOR X,1,Windows||Linux,,,15 MB||13 MB,Released,Fast-Paced||godot,https://choreetsogames.itch.io/razorx
,,516,Strategy,,,,Godot,All vs Chess,2,Windows||macOS||Linux||Android,,,3 MB||9 MB||8 MB||17 MB||3 MB||12 MB,In development,2D||godot||Tower Defense,https://superwaitsum.itch.io/all-vs-chess
,,1725,Shooter,,,,,Procedural Chaos,1,Windows||macOS||Linux||Android,,,,Released,,https://kakoeimon.itch.io/procedural-chaos
,A few minutes,897,Shooter,Keyboard||Mouse,English,,Aseprite||Godot,Pew-Pew Dungeon,5,Windows||macOS||Linux,"Name your own price,Name your own price",,5 MB||8 MB||9 MB||8 MB,On hold,3D||Dungeon Crawler||FPS||Retro||Roguelike||Roguelite,https://nallebeorn.itch.io/pew-pew-dungeon
,,447,Puzzle||Platformer,,,,Unity,Pixel Bridges  [48_Secret Jam],1,Windows||HTML5,Name your own price,,20 MB,Prototype,2D||48_secret||Pixel Art,https://gear-flower-games.itch.io/pixel-bridges-48-secret-jam
,,0,Sports,,,,,One Wheel Expert,3,Windows||macOS||Linux,,,14 MB||9 MB,Released,Arcade||godot-engine||Singleplayer,https://blank.itch.io/onewheelexpert
,A few minutes,458,Platformer||Puzzle,Keyboard,,,Unity||Aseprite||Adobe Photoshop,RGB,1,HTML5,,,,Released,2D||Pixel Art||Singleplayer,https://wcaleniezio.itch.io/rgb
,A few minutes,1066,Action,,,,Unity,Only one life,2,Windows||HTML5,,,25 MB,Released,2D||Action-Adventure||Atmospheric||Cyberpunk||Narrative||Noir||Pixel Art||Retro||Short||Synthwave,https://nnooway.itch.io/gpix
,,157,Platformer,,,,,Top Hooker,1,HTML5,,,,Released,2D,https://cag.itch.io/top-hooker
,,0,Action,,,,Unity,Ninja Part Timer,1,HTML5,,,,Released,2D||Pixel Art,https://dtfernandes.itch.io/ninja-part-timer
,,369,,,,,,Pitzigin: Summer of '19,1,Windows,,,27 MB,Released,2D||Arcade||Unity,https://chairishgames.itch.io/pitzigin-summer-of-19
,,284,Adventure,,,,,Green Dale,1,HTML5,,,,In development,Game Boy,https://drane.itch.io/green-dale
,,375,Action||Platformer,,,,,Vermeiden,1,Windows||Linux||HTML5,Name your own price,,25 MB||27 MB,Released,2D||Multiplayer,https://ritoburito.itch.io/vermeiden
,,279,Action||Platformer,,,,,CW,1,Windows||HTML5,,,10 MB,Prototype,2D||Pixel Art,https://victfv.itch.io/cw
,A few seconds,1245,Shooter,Mouse,,,,Mega Freeze,2,Windows||Linux,,,8 MB||5 MB,In development,Pixel Art||Shoot 'Em Up,https://keyrush.itch.io/mega-freeze
,,529,Survival,,,,,Yakan Keimusho,1,Windows,,,14 MB,Released,2D||Horror,https://alexfalkenberg.itch.io/yakan-keimusho
,,98,Adventure||Puzzle,,,,Unity,Desert Escape,1,HTML5,,,,Prototype,Dungeon Crawler||Pixel Art||Retro||Unity,https://d-studios.itch.io/desert-escape
,,351,Adventure,,,,,Liminal,1,Windows,,,48 MB||121 MB,Released,8-Bit||Point & Click||Psychological Horror||Short,https://2amstudios.itch.io/liminal
,,223,Puzzle,,,,,Amazed,3,Windows,,,19 MB,Released,My First Game Jam||Pixel Art,https://blublub.itch.io/amazed
,,257,Adventure||Role Playing,,,,,Desert Ruins RPG,1,,,,16 MB,Prototype,Game Boy||Pixel Art||Procedural Generation||Slime||Swords,https://jadefire-gaming.itch.io/desert-ruins-rpg
,,0,Platformer,,,,,The Adventures of Do,1,HTML5,,,,Released,,https://jnmaloney.itch.io/music-game-jam
,,256,Platformer,,,,Unity,Janko,3,Windows||HTML5,,,88 MB,Released,Endless||infinite-runner||Singleplayer||Unity,https://kaeveris.itch.io/janko
,,93,Shooter,,,,PixiJS,Nacho Rage,1,HTML5,,,,Released,My First Game Jam,https://totiscat.itch.io/nacho-rage
,,180,Platformer,,,,,Platform It!,1,Windows||macOS||Linux,,,18 MB||19 MB||18 MB,Prototype,2018||2D||corp||emagjby||Experimental||prototype||Unity,https://emagjby-corp.itch.io/platformit
,A few seconds,546,Rhythm,Keyboard,,,GameMaker: Studio,The Great Star Parade,2,HTML5,Name your own price,,3 MB,Released,,https://im-a-good-boye.itch.io/the-great-star-parade
,,167,Action,,,,,Pixelplane,1,Windows,,,20 MB,Released,,https://keesjansen122.itch.io/pixelplane
,,1590,Shooter,,,,,Protect The Baby,3,Windows||macOS,,,7 MB||5 MB,Released,,https://matteo-benaissa.itch.io/protect-the-baby
,,871,Rhythm,,,,Unity,Beatrice's Mausoleum,1,Windows||macOS||Linux||HTML5,,,19 MB||23 MB||22 MB,In development,2D||Pixel Art||Twin Stick Shooter,https://bomberdude.itch.io/beatrices-mausoleum
,,836,Action,,,,,Doggie Dance Revengeance,3,Windows,,,21 MB,Released,Arcade||Cute||Dogs||Pixel Art||Runner,https://pomshine.itch.io/doggie-dance-revengeance
,,441,Role Playing,,,,RPG Maker,My Big Sister Is A Bratty Illusionist,4,,,,76 MB,Released,RPG Maker,https://fattielumpkins.itch.io/my-big-sister-is-a-bratty-illusionist
,,136,Rhythm,,,,,Cyclic Rhythm,1,,,,583 kB,In development,,https://jcmonkey.itch.io/cyclic-rhythm
,,465,Sports,,,,Unity,Pong Beats,1,HTML5,,,,Prototype,Experimental||Music||musicgamejam||Remake,https://al25.itch.io/pong-beats
,,306,Platformer,,,,Construct,Downasaur new lands,3,HTML5,,,,Prototype,2D||48secret||construct-3||Cute||Pixel Art,https://totdy.itch.io/downasaur-new-lands
,,104,,,,,,FLIPT,3,Windows||macOS,,,15 MB||10 MB,Prototype,,https://henry-liu.itch.io/flipt
,,172,,,,,,Magic Star,1,HTML5,,,,Released,,https://karpopper.itch.io/magic-star
,,571,Role Playing,,,,RPG Maker,Seconde vue,4,Windows,,,16 MB||21 MB,Released,2D||RPG Maker,https://phantou.itch.io/seconde-vue
Subtitles,About a half-hour,631,Role Playing||Adventure,Keyboard,French,,RPG Maker,Après la pluie,3,Windows,,,12 MB,Released,JRPG||RPG Maker,https://aureliendossantos.itch.io/apreslapluie
Subtitles,A few minutes,2064,Interactive Fiction||Role Playing,Keyboard,English,,RPG Maker,Picture of a Daydream,3,Windows,"Name your own price,Name your own price",,10 MB,Released,16-bit,https://princesseuh.itch.io/picture-of-a-daydream
,,185,,,,,RPG Maker,Milena Mirrored,3,Windows||macOS||Linux,"Name your own price,Name your own price",,91 MB||92 MB||95 MB||9 kB,Prototype,Pixel Art||RPG Maker||rpgmakerjam||Short,https://baetorice.itch.io/milenamirrored
,,196,Puzzle,,,,RPG Maker,The Mirror,4,Windows,,,192 MB||192 MB,Released,RPG Maker,https://shadow-6004.itch.io/the-mirror
,,168,Visual Novel,,,,,The Centennial Symphony,1,Windows,,,5 MB,Prototype,Music||weeklygamejam||wgjgame,https://a-fishy-artist.itch.io/the-centennial-symphony
,A few minutes,446,Rhythm,Keyboard,English,,Unity,Together,1,,,,14 MB,Prototype,Cozy||Farming||Music,https://arletgrey.itch.io/together
,,1254,Adventure,,,,,Mysterious Rooms,2,Windows,,,326 MB,Released,Escape Game||illusion||Mystery,https://krbhylian.itch.io/mysterious-rooms
,,320,Shooter,,,,Unity,Shooty Land,1,HTML5,,,,Released,2D||Global Game Jam||High Score||Pixel Art,https://viggeboi.itch.io/shooty-land
,About a half-hour,1154,Adventure||Puzzle,Keyboard,French,,,Les aventures de Bertrand,4,Windows,,,149 MB,Released,2D||Pixel Art||RPG Maker,https://arkann.itch.io/les-aventures-de-bertrand
,,593,Adventure,,,,,L'Aventure de Jean-Michel,4,Windows,,,255 MB||164 MB,Released,,https://elogio.itch.io/laventure-de-jean-michel
,,587,Puzzle,,,,,Illusion of Time,2,,,,11 MB,Released,,https://the-big-t.itch.io/illusion-of-time
,,453,Action,,,,Unity,Upgrade!,1,HTML5,,,,Released,,https://gigglesandglasses.itch.io/upgrade
,,1421,Puzzle||Platformer,,,,,MultiGun,3,Windows,,,4 MB||7 MB,Released,2D||LÖVE||Puzzle-Platformer||technology,https://adszads.itch.io/multigun
,,2173,Adventure,,,,,Le dragon et la princesse,4,Windows,,,13 MB||57 MB,Released,,https://hinola.itch.io/le-dragon-et-la-princesse
,,742,Survival,,,,Unity,I Think I Can Handle a Wolf,6,Windows||HTML5,,,17 MB||18 MB,In development,,https://readymajor.itch.io/i-think-i-can-handle-a-wolf
,,397,Adventure,,,,RPG Maker,Monarch Gate II,2,Windows,,,131 MB,Released,Dungeon Crawler||RPG Maker||rusty-key,https://nutty171.itch.io/monarch-gate-ii
,,197,Interactive Fiction,,,,,Dansetsu !,1,Windows||macOS||Linux,,,160 MB||167 MB||171 MB,Released,,https://topinambourman.itch.io/dansetsu
,,213,Interactive Fiction,,,,,Dreamtrap,1,Windows,,,14 MB,Released,,https://hellper.itch.io/dreamtrap
,,242,Interactive Fiction,,,,,MagikTrick,2,Windows,"Name your own price,Name your own price",,241 MB,Released,,https://skullcrusher4s.itch.io/magiktrick
,,375,Adventure,,,,,Le donjon des illusions,5,Windows,,,135 MB||59 MB,Released,,https://cyril-wisa.itch.io/le-donjon-des-illusions
,,1871,Adventure,,,,Unity,Quadruple Helicopter Friendship,4,Windows||macOS||HTML5,Name your own price,,28 MB||32 MB,Prototype,3D||Altgame||Atmospheric||Casual||Cute||Relaxing||Unity,https://swanijam.itch.io/quadruple-helicopter-friendship
,,1035,Simulation,,,,Unity,I Was A Star,2,HTML5,,,,Released,2D||Arcade||Atmospheric||Casual||Cute||Minimalist||My First Game Jam||Pixel Art||Singleplayer||Space,https://definitelynotashark.itch.io/i-was-a-star
,,1584,Platformer,,,,,Momentum,4,Windows,"Name your own price,Name your own price",,2 MB||2 MB,Prototype,2D||Fast-Paced||hoverboards,https://rubr.itch.io/momentum
,A few minutes,656,Puzzle,Keyboard,English,,GameMaker: Studio||Bosca Ceoil||Bfxr||Audacity||Paint.net,Out of Clay (Mini Jam),1,Windows||macOS||Linux||HTML5,Name your own price,,12 MB||14 MB||13 MB,Released,2D||GameMaker||minijam||Pixel Art||Singleplayer,https://epiblitikos.itch.io/out-of-clay-mini-jam
,,185,Role Playing,,,,,Alter,3,Windows,,,233 MB||233 MB,Released,,https://whateverrrr.itch.io/alter
,A few minutes,855,Puzzle,,,,Phaser,SIR Q.T,1,HTML5,,,,In development,,https://lsirivong.itch.io/sirqt
,,330,Platformer,,,,,Operation Last Hope,1,Windows,,,16 MB,Released,2D||Pixel Art||Singleplayer||Unity,https://miragegames.itch.io/operation-last-hope
,,427,Platformer,,,,Unity,Cyber Driver,3,Windows||HTML5,,,27 MB,Released,2D||Pixel Art,https://f0cu5.itch.io/cyber-driver
,A few minutes,774,Strategy,Mouse,,,Godot,They Got In,4,Windows,,,13 MB,Released,2D||Game Jam||godot||Roguelite,https://renaudmarshall.itch.io/they-got-in
,,535,Platformer||Puzzle,,,,,GENERATOR TETRIS,1,Windows||macOS||Linux,,,14 MB,Released,2D||Pixel Art,https://scriptz.itch.io/generator-tetris
,,554,Shooter,,,,Construct,Space Fighter,1,HTML5,,,,Released,,https://drunk-house.itch.io/space-fighter
,,847,Adventure,,,,,Professor Frippel's Special Invention Show,3,Windows,,,30 MB,Released,cheese||mice||minijam15||moon||mouse||rats||rpgmaker2003||science||scientists||technology,https://halfalieno.itch.io/professor-frippels-special-invention-show
,,786,Role Playing,,,,,Mauvais Destin,3,Windows,,,148 MB,Released,,https://darkdavy15.itch.io/mauvais-destin
,,1193,Adventure,,,,,NightMare,9,Windows,,,166 MB||275 MB,In development,2D||Dark||jam-2||nightmare||rpg-maker-jam-2,https://wolfyminerva.itch.io/nightmare
,,856,Puzzle,,,,Unity,Self-Made Technology,4,HTML5,,,,Released,3D||Low-poly||Robots||Singleplayer||Third Person,https://t-bo-games.itch.io/self-made-technology
,,302,Puzzle,,,,Unity,The Not-Very-Useful Machine,1,HTML5,,,,Released,2D||maths||numbers||Retro||Unity,https://devres.itch.io/the-not-very-useful-machine
,,524,,,,,Unity,Power Source,1,HTML5,,,,Released,,https://mozzie42.itch.io/power-source
,A few minutes,1218,Shooter,,,,Construct,HackShot,1,HTML5,,,,Released,2D||Hacking||Robots||Top-Down,https://lord-pillows.itch.io/hackshot
,,165,Adventure,,,,,Sous le voile de la mariée,1,,,,376 MB,Released,,https://lhommeaumillet1visage.itch.io/sous-le-voile-de-la-marie
,,104,Shooter,,,,Unity,RoboPaint,1,HTML5,,,,Released,2D,https://dk5000p.itch.io/robopaint
,,0,Role Playing,,,,,Une longue nuit,1,,,,112 MB,Released,,https://kriegz.itch.io/une-longue-nuit
,,246,Role Playing,,,,,Delirium,1,Windows,,,262 MB,In development,,https://60catboy.itch.io/delirium
,,682,,,,,Unity,Essencial,1,Windows||macOS||Linux||HTML5,Name your own price,,14 MB,Released,2D||clicker||essencial||f2p||free-to-play||Global Game Jam||minijam||minijam-15||Singleplayer||Unity,https://thetacbanana.itch.io/essencial
,,0,,,,,,IlluZioN,1,,"Name your own price,Name your own price",,188 MB,Released,,https://osphor.itch.io/illuzion
,,0,,,,,,La caverne,0,,,,98 MB,Released,,https://lidenvice.itch.io/la-caverne
,,688,Action||Platformer,,,,,Chip,1,Windows,,,15 MB,In development,2D,https://samson-dev.itch.io/chip
,,216,Adventure,,,,,Provos,3,Windows,,,362 MB,Released,Creepy||felt38||Horror||lasthoso||ledragontj||school-day||young,https://felt38.itch.io/provos
,,0,Role Playing,,,,,DayDreamer,2,,"Name your own price,Name your own price",,364 MB,Released,,https://juniecrea.itch.io/daydreamer
,,441,Puzzle,,,,,Sweet Lie,3,Windows,,,111 MB,Released,,https://phoegasus.itch.io/sweet-lie
,,397,Simulation,,,,RPG Maker,Pygmalion,0,,"Name your own price,Name your own price",,1 MB,Released,2018||february||Game Jam||illusion||My First Game Jam||RPG Maker||rpgmakergamejam,https://thighs.itch.io/pygmalion
,,648,,,,,RPG Maker,Chronique d'Elena,1,Windows,,,18 MB||204 MB,Released,RPG Maker,https://gelarto.itch.io/lillusion-elena
,,109,,,,,,Pépère Illusion,1,Windows,,,375 MB,Released,,https://lushtub.itch.io/ppre-illusion-2
,,815,Strategy,,,,Unity,Bad Balloon,1,HTML5,,,,Released,,https://zachsarette.itch.io/bad-balloon
,About a half-hour,1238,Visual Novel||Interactive Fiction,Keyboard||Mouse,English,,,Day 366: The Prologue,4,Windows||macOS,,,63 MB||66 MB,Released,Female Protagonist||Multiple Endings||Nonlinear||Post-apocalyptic||Short||Singleplayer||Story Rich||Voice Acting,https://legendex-games.itch.io/day-366-the-prologue
,,296,Shooter,,,,,Fatal,4,Windows||macOS,,,25 MB||27 MB,Released,3D||FPS||Post-apocalyptic||Zombies,https://teamcatnmice.itch.io/fatal
,,198,Role Playing,,,,,Kalenda,1,Windows||macOS||Linux,"Name your own price,Name your own price",,104 MB||97 MB||94 MB,Released,Post-apocalyptic,https://nbcks.itch.io/kalenda
,,612,Platformer,,,,TIC-80,Gravitron Experiment,4,HTML5,,,,Released,2D||Pixel Art||Sci-fi||Short||Singleplayer||TIC-80,https://delta-key.itch.io/gravitron-experiment
,,1225,,,,,,Like roots in the soil,3,Windows||macOS,"Name your own price,Name your own price",,43 MB||39 MB,Released,3D||artgame||Atmospheric||Experimental||Low-poly||minigames||Mouse only||Post-apocalyptic||Singleplayer,https://spacebackyard.itch.io/like-roots-in-the-soil
,A few minutes,483,Shooter,Keyboard||Mouse,English||Russian,,,All you have to do is... Shoot to live!,1,HTML5,,,,Released,2D||postapocalypticjam2017||Short||Top down shooter,https://artsvetlakov.itch.io/all-yhtd-is-stl
,,2770,Platformer,,,,,King Erik,6,Windows||macOS||Linux,"$1.00 USD, ,or more,$1.00 USD, ,or more",,43 MB||47 MB||48 MB,Released,2D||king||Medieval||Pixel Art||saxon||Singleplayer,https://zerkywerky.itch.io/king-erik
,,1617,Adventure,,,,,The world after the end,3,Windows,,,372 MB,Prototype,Atmospheric||Exploration||Futuristic||Mystery||Post-apocalyptic||Short||Singleplayer,https://blurredgames.itch.io/the-world-after-the-end
,A few minutes,176,Shooter,Keyboard||Mouse,English,,Unity,Maze Trouble,1,HTML5,,,,Released,3D||Action-Adventure||maze||Shoot 'Em Up||Singleplayer||Zombies,https://oscarthau.itch.io/maze-trouble
,A few seconds,628,Action,Keyboard,,,pygame,Guitar Catch,1,Windows,,,19 MB,Prototype,2D||Pixel Art||pygame,https://proximatron.itch.io/guitar-catch
,,533,Adventure||Role Playing,,,,RPG Maker,Shatter,4,Windows,,,479 MB,Prototype,Horrible||Horror||RPG Maker||Walking simulator,https://lehxra.itch.io/shatter
,,376,Adventure,,,,,Reason to Survive - DEMO,3,Windows,"Name your own price,Name your own price",,26 MB,In development,Post-apocalyptic||Sci-fi||Top-Down||Top Down Adventure,https://tesseractgames.itch.io/reason-to-survive
,,209,Platformer||Adventure,,,,,SPERO -X,4,Flash,,,,Prototype,2D,https://darkastle.itch.io/spero-x
,,581,Adventure,,,,,Eli's Quest,4,Windows,"Name your own price,Name your own price",,6 MB,In development,,https://davidtbosquez.itch.io/elis-quest
,,334,Platformer,,,,Unity,Artsy,1,HTML5,,,,Released,2D||artgame,https://twistedhawk.itch.io/artsy
,A few minutes,1446,Platformer||Shooter,Keyboard,,,GameMaker: Studio,Jump! Shoot!,1,Windows||HTML5,,,8 MB,Released,2D||8-Bit||Arcade,https://kayatsa.itch.io/jump-shoot
,,394,Platformer,,,,Unity,The knight and the mushrooms,1,HTML5,,,,Released,16-bit||2D||Pixel Art,https://lowbros.itch.io/the-knight-and-the-mushrooms
,,320,Platformer||Role Playing,,,,Godot,Platform Wizard,3,HTML5,,,,Released,2D||Magic||paint||platform||spells||Wizards,https://megaadvantage.itch.io/platform-wizard
Interactive tutorial,A few seconds,856,Platformer||Adventure||Puzzle,Keyboard,English,,Unity||Aseprite,Little Knight,5,HTML5,,,,In development,2D||Pixel Art||Puzzle-Platformer||Singleplayer||Unity,https://iamnabholz.itch.io/little-knight
,,734,Platformer,,,,Godot,Get Down!,1,HTML5,,,,Released,2D||8-Bit||godot||Pixel Art||Retro||simple||Singleplayer||Space,https://dsguy.itch.io/get-down
,,831,Platformer,,,,,KFC Runner,1,,,,14 MB,In development,buildbox||Funny,https://midnight-stories.itch.io/kfc-runner
,,250,Platformer,,,,,a Square Story,1,Flash,,,,Released,2D||Funny,https://rature.itch.io/a-square-story
,,0,Platformer,,,,Godot,Konn,4,HTML5,,,,Released,Puzzle-Platformer,https://cvkarakoc.itch.io/konn
,A few minutes,656,Platformer||Survival,Keyboard||Mouse||Gamepad (any)||Touchscreen,English||Spanish; Latin America||French||Portuguese (Brazil),,Godot||GIMP||Inkscape||LMMS,Simplex Runner,4,Windows||macOS||Linux||Android,"Name your own price,Name your own price",,16 MB||16 MB||14 MB||16 MB,In development,2D||2d-platformer-jam||Fast-Paced||godot||jumping||liquidhive||Runner||Singleplayer,https://liquidhive.itch.io/simplex-runner
