jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Gameplay||Theme||Creativity||Story||Code,2019-05-15 05:00:00,MUD Coders Guild,Enter the (Multi-User) Dungeon,27,27,4,2019-04-17 05:00:00,https://www.itch.io/jam/enterthemud2
,2019-01-18 18:00:00,64Mega||Nopy,7D3D #3,27,0,5,2019-01-11 06:00:00,https://www.itch.io/jam/7d3d-3
,2016-06-12 23:00:00,Brooklyn Gamery,Super Love Jam 2016,27,0,9,2016-06-10 22:00:00,https://www.itch.io/jam/super-love-jam-2016
,2016-08-15 03:00:00,Ashley Pringle,Scrappy Jam,27,0,12,2016-08-06 03:00:00,https://www.itch.io/jam/scrappy-jam
Overall||User Experience||Graphics||Audio||Originality||Theme,2019-03-20 22:00:00,SphaeriCactus,Cactus Jam,27,10,4,2019-03-10 22:00:00,https://www.itch.io/jam/cactus-jam
,2019-10-21 04:59:59,Emma Dee,Bitsy Birthday Bash 2: Houses & Leaves,27,0,16,2019-10-13 05:00:00,https://www.itch.io/jam/bitsy-birthday-bash-2019
Level of Scariness||Gameplay||Atmosphere||Design||Sound,2018-06-23 13:30:00,Scythic,Horror Jam,27,14,10,2018-05-23 13:30:00,https://www.itch.io/jam/scythic-horror-jam
Overall||Creativity||Artistry||Musicality||Funability,2016-05-15 19:30:00,Marmaladenation,/r/WebGames Game Jam,27,84,9,2016-05-08 19:00:00,https://www.itch.io/jam/webgames-game-jam
,2018-10-12 07:00:00,m0dE,$50 Prize - Modd.io Game Jam Vol. 3,28,0,3,2018-09-28 07:00:00,https://www.itch.io/jam/50-prize-moddio-game-jam-vol-3
,2018-12-08 07:59:59,Niborious||Video Game Development Club at UC Irvine,VGDC Fall 2018 game projects,28,0,25,2018-12-01 08:00:00,https://www.itch.io/jam/vgdc-fall-2018-game-projects
Overall||Tema||Gráficos||Jugabilidad||Audio||Originalidad,2019-07-08 18:00:00,Damv,Indie Dev Jam Español #3,27,26,7,2019-07-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-3
,2018-04-02 12:30:00,cecinestpasunjeu,Ceci n'est pas un jeu 2018,28,0,22,2018-03-31 12:00:00,https://www.itch.io/jam/ceci-nest-pas-un-jeu-2018
,2017-10-19 16:59:59,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 14,28,0,11,2017-10-13 16:59:59,https://www.itch.io/jam/weekly-game-jam-14
,2018-04-08 22:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #14,28,0,13,2018-03-29 22:00:00,https://www.itch.io/jam/gamecodeur-gamejam-14
,2018-03-08 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 34,28,0,10,2018-03-02 17:00:00,https://www.itch.io/jam/weekly-game-jam-34
,2018-03-15 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 35,28,0,6,2018-03-09 17:00:00,https://www.itch.io/jam/weekly-game-jam-35
,2018-10-01 06:59:59,Laura Michet,Style Jam,28,0,4,2018-08-05 07:00:00,https://www.itch.io/jam/style-jam
Overall||Graphismes||Sons||Originalité||Jouabilité||Fun,2016-10-16 21:59:59,Jean Charpentier,MakeAGameFrench 2016,28,173,14,2016-10-14 08:00:00,https://www.itch.io/jam/makeagamefrench2016
Roligt||Mustachkänsla||Minimalistiskt scope,2018-11-24 21:00:00,Saikyun,Kodsnacks Tvåveckorssylt,28,132,12,2018-11-12 04:00:00,https://www.itch.io/jam/kodsnacks-2veckorssylt
,2019-01-28 05:00:00,DallOner||Jan Marcano||bou-games,#notGGJ19,28,0,8,2019-01-25 23:00:00,https://www.itch.io/jam/notggj19
Overall||Gotta Go Fast||Uhhh... Meow?||Electric Fur||TEETH||Gangsta's Paradise||Nine Million Steps,2019-07-08 03:00:00,davemakes,The Hedgehog: The Movie: The Game Jam,28,40,9,2019-06-08 03:00:00,https://www.itch.io/jam/the-hedgehog-the-movie-the-game-jam
Gameplay||theme,2018-12-25 23:59:59,salt,Chrismas Jam,28,24,9,2018-12-01 00:00:00,https://www.itch.io/jam/chrismas-jam
"Overall||Entertainment value (How engaging the entry is)||Bolt Graphs (Creative use of Bolt, Graph cleanliness, Graph simplicity)||Aesthetic",2018-10-07 04:00:00,Yloon||AeveA||pigshark27||Ludiq||ludiq-andy,Bolt Jam #2,28,0,9,2018-10-01 04:00:00,https://www.itch.io/jam/boltjam-2
,2017-06-15 06:00:00,Nunuvin,One resource jam 2017,28,0,8,2017-06-05 06:00:00,https://www.itch.io/jam/one-resource-jam
,2017-06-24 01:59:59,nikolyst,#SampleJam,28,0,6,2017-06-11 02:00:00,https://www.itch.io/jam/samplejam
,2018-06-15 22:00:00,uop-gamejam,UoP GameJam 2018,28,0,21,2018-06-11 08:00:00,https://www.itch.io/jam/uopgamejam2018
,2019-10-04 22:00:00,Emojk||Matthieu_be||janvanhouten,Donjons pour débutants,28,0,8,2019-09-04 22:00:00,https://www.itch.io/jam/donjons-pour-debutants
,2018-10-19 04:00:00,enargy,Monster Mix and Mash Jam,28,0,9,2018-09-14 04:00:00,https://www.itch.io/jam/monster-mix-and-mash-jam
Overall||Respect of the themes||Respect of the Constraint||Game Play||Game Design||Music||Sounds||Graphics,2018-08-27 06:00:00,T-Team,Games Factory Jam 7,28,15,7,2018-08-24 18:00:00,https://www.itch.io/jam/games-factory-7
,2018-06-01 05:00:00,XandiAlexander,Getting Weird With It Jam,29,0,11,2018-04-22 05:00:00,https://www.itch.io/jam/getting-wierd-with-it-jam
,2019-04-08 22:00:00,STEVIEBLOX1,YouTube Game Jam,29,0,13,2018-12-08 19:00:00,https://www.itch.io/jam/youtube-game-jams
,2017-08-01 06:59:59,Adam Le Doux,Moth (Bitsy Jam),29,0,17,2017-07-27 19:00:00,https://www.itch.io/jam/moth
,2017-08-01 12:00:00,Onarru||wazanator||OneGameDad,New Jam City,29,0,8,2017-07-01 04:00:00,https://www.itch.io/jam/new-jam-city
,2018-04-21 22:00:00,Aurélien Dos Santos||Game Dev Alliance,RPG Maker Games in 1 Hour,29,0,26,2018-04-14 16:00:00,https://www.itch.io/jam/rpgmaker1hour
overall||35ness (theme)||rawr (audio)||stripes (visual)||jungle (mechanics)||yarn (fun),2018-05-04 22:00:00,TigerJ,TigerJ(am),28,39,8,2018-04-27 04:00:00,https://www.itch.io/jam/tigerjam
,2019-10-24 00:05:00,Pumpkin Clowning||ihavefivehat,Pre-Fright Check-In,29,16,17,2019-10-17 00:00:00,https://www.itch.io/jam/pre-fright-check-in
,2017-04-02 04:00:00,Makorie,Horror Funhouse Jam 2017,29,0,6,2017-03-02 05:00:00,https://www.itch.io/jam/horror-funhouse-2017
,2018-06-04 19:30:00,QaziTV,Qazi Jam 11,29,0,14,2018-06-01 19:00:00,https://www.itch.io/jam/qazijam11
Overall,2019-01-30 23:00:00,LarsG2005,Minecraft Jam,28,0,5,2019-01-09 23:00:00,https://www.itch.io/jam/minecraft-jam
,2017-07-16 21:00:00,indiestellar,Startit Game Jam #1,29,0,13,2017-07-14 17:00:00,https://www.itch.io/jam/startit-game-jam
Overall||Overcoming the Minus Mechanic||Fun of Playing||Game's Potential,2018-12-31 22:00:00,@lord_stett,The Minus Jam (Minus Mechanic Jam),29,33,5,2018-12-28 16:30:00,https://www.itch.io/jam/minus-mechanic-jam
Overall||Fun||Art||Story||Originality,2019-06-26 22:00:00,LarsG2005,Not a Jam!,29,0,21,2019-06-24 22:00:00,https://www.itch.io/jam/not-a-jam
Overall||Control mechanics||Fun to play||Completion||Creativity,2017-07-24 14:30:00,Himanshu Mitta,FireTruck Game Jam (July 2017),29,35,9,2017-07-21 14:30:00,https://www.itch.io/jam/firetruck2
Rating,2018-01-14 20:00:00,64Mega||Nopy,7D3D #2,29,3,2,2018-01-07 20:00:00,https://www.itch.io/jam/7d3d-2
,2017-05-01 00:00:00,Jonathan Giroux (Koltes),Weekly Hour Game Jam - W17 2017,29,0,6,2017-04-24 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w17-2017
Overall,2018-07-29 13:00:00,"PIGsty: Play, Interactivity & Games Lab",Kiwijam18,29,0,15,2018-07-20 12:00:00,https://www.itch.io/jam/kiwijam18
Overall||Playability||Visual Impression||Audio||Innovation / Creativity||Theme / Concept||Overall Enjoyment,2018-03-26 15:00:00,DumbGameDev,Playmaker Game Jam 2018,29,90,13,2018-03-23 15:00:00,https://www.itch.io/jam/playmaker
Overall||Cryptocurrency Theme/Story||Gameplay||Blockchain or Related Technology,2018-04-12 03:59:59,gmx0,Crypto Game Jam ($100 in prizes) - EXTENDED,29,5,5,2018-03-28 04:00:00,https://www.itch.io/jam/crypto
,2019-06-01 21:30:00,SprintToTheTop,1# Mesa de Papelão,29,0,9,2019-05-18 15:30:00,https://www.itch.io/jam/1-mesa-de-papelao
,2019-04-23 03:59:59,CoryAlexMartin,Stencyl Jam #18,29,0,16,2019-04-13 00:00:00,https://www.itch.io/jam/stencyl-jam-18
Overall||Gameplay||Theme||Innovation||Fun,2019-02-09 00:00:00,Corniflex,UDC Jam Week #3 - Destruction,29,84,8,2019-02-02 00:00:00,https://www.itch.io/jam/udc-jam-week-3
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-03-25 21:59:59,Haploid7,48 Secret Jam - March 2018,29,5,6,2018-03-23 22:59:59,https://www.itch.io/jam/48-secret-jam-march-2018
Gameplay||Grafik||Sound,2019-02-24 18:00:00,keksx||Chewbatrij,miniBeansJam 3,29,92,15,2019-02-22 18:00:00,https://www.itch.io/jam/minibeansjam3
,2019-02-24 14:00:00,Michagin||HyperActivate||Jalict||DantesGearbox,Level One: JAM! 2019,29,0,21,2019-02-22 14:00:00,https://www.itch.io/jam/level-one-game-jam-2019
,2019-01-27 23:00:00,Jam Nation,2.03 - JamNATION + Global Game Jam,29,0,13,2019-01-25 23:00:00,https://www.itch.io/jam/203-jamnation-globalgamejam
Dril-ness,2018-05-14 23:00:00,communistsister,Dril Jam,29,28,17,2018-04-30 23:00:00,https://www.itch.io/jam/dril-jam
Overall||Hacking Theme||Gameplay||Originality,2016-08-12 05:00:00,Sypher Game Studios,Hack Jam 2016,29,14,2,2016-07-25 05:00:00,https://www.itch.io/jam/hack-jam-2016
,2015-02-28 23:00:00,msminotaur,Train Jam 2015,30,0,29,2015-02-26 19:00:00,https://www.itch.io/jam/train-jam-2015
,2016-06-30 07:00:00,Candy✩Giants,In SPACE! Jam,30,0,3,2016-03-01 08:00:00,https://www.itch.io/jam/in-space-jam
Overall rating,2018-01-19 00:00:00,DilapidatedMeow,Learn Something New Jam,29,9,6,2018-01-12 00:00:00,https://www.itch.io/jam/learn-something-new-jam
,2019-10-01 04:00:00,Adam Proctor,NoJam,30,0,6,2019-09-13 04:00:00,https://www.itch.io/jam/nojam-2019
Overall||Theme||Creativity||Technical Achievement||Polish||Entertainment||Bonus Points,2017-06-12 00:30:00,GCO_SDSU,Game Creation Organization Online Jam Year 2,29,53,7,2017-06-10 00:00:00,https://www.itch.io/jam/game-creation-organization-online-jam-year-2
,2018-07-09 11:00:00,Krassenstein,The Krass-N.G. Jam 5!,30,0,12,2018-07-06 11:00:00,https://www.itch.io/jam/krassjam5
Enjoyment||Originality||Instructions,2017-10-09 11:00:00,MinisterJay,RPG Biz's RPG Maker Game Jam (Ca$h/Game Prizes),29,69,7,2017-09-18 11:00:00,https://www.itch.io/jam/rpg-bizs-rpg-maker-game-jam
Overall||Pixel Art||Fun||Mechanics||Fits the jams theme,2018-03-27 04:00:00,ManuGamesDev||PixelWeekendJam,Pixel Weekend Jam #3,29,61,6,2018-03-23 15:00:00,https://www.itch.io/jam/pixel-weekend-jam-3
,2019-09-01 06:59:59,toiletsnakes||KitKatarine||Stealthix,Buddy Jam 9,30,0,4,2019-08-01 07:00:00,https://www.itch.io/jam/buddy-jam-9
,2018-11-25 16:35:00,IEEE University of Porto,Retro Jam 2018,30,0,12,2018-11-24 10:00:00,https://www.itch.io/jam/retro-jam-2018
Fun||Visuals||Audio||Use of Theme,2018-03-01 08:00:00,romsteady,Shacknews Slow Jam,29,109,8,2018-02-01 08:00:00,https://www.itch.io/jam/shacknews-slow-jam
,2019-03-11 00:00:00,Harry Prebble||Fancy Pigeons||Liv Jeremiah,✧*Flower Jam*✧,30,0,13,2019-03-08 12:00:00,https://www.itch.io/jam/flower-jam
Overall||Respect of the themes||Respect of the Constraint||Game Play||Game Design||Music||Sounds||Graphics,2018-10-29 07:00:00,T-Team,Games Factory Jam 8,29,76,15,2018-10-26 18:00:00,https://www.itch.io/jam/games-factory-8
,2015-09-15 21:59:00,Pierrec,Oujevipo Contest #2 : KIDS,30,0,23,2015-08-14 22:00:00,https://www.itch.io/jam/oujevipo-contest-2--kids
Overall||Graphics||Sound and Music||Controls||Gameplay||Fun||Theme,2016-04-25 13:59:59,hd_,Manifold Game Jam,30,5,4,2016-04-21 14:00:00,https://www.itch.io/jam/manifold-game-jam
,2019-08-09 08:00:00,Jess Gates,About Bloody Time: the menstruation game jam,30,0,6,2019-07-05 07:00:00,https://www.itch.io/jam/about-bloody-time-jam
,2019-05-12 16:00:00,Hekla Björk,Conlang Jam,30,0,1,2019-04-13 16:00:00,https://www.itch.io/jam/conlang-jam
Overall,2014-09-15 04:59:59,Fantastic Arcade Gamemaking Frenzies||brandonnn||Hypercards||Adam Saltsman,Gamemaking Frenzy: BARFCADE,30,0,32,2014-08-30 05:00:01,https://www.itch.io/jam/barfcade
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-08-26 09:00:00,rocknightstudios||Yagich,Trijam #33: Do you dare to try?,30,58,10,2019-08-23 09:00:00,https://www.itch.io/jam/trijam-33
,2018-10-23 19:00:00,LHOTI,October T-Shirt Jam! ( Win ya'self a shirt! ),30,0,5,2018-10-18 19:00:00,https://www.itch.io/jam/october-t-shirt-jam-win-yaself-a-shirt-
,2016-08-15 13:00:00,Studio Thumpy Puppy||Kelsey,Enbyjam,30,0,4,2016-08-06 01:00:00,https://www.itch.io/jam/enbyjam
Diversión||Tema||Arte||Música||Programación( 5 estrellas si no has encontrado errores!),2019-10-06 17:01:00,ACADEVI,Island Jam VI,30,30,10,2019-10-04 16:00:00,https://www.itch.io/jam/island-jam-vi
"Overall||Followed the Theme||You could play the game for AT LEAST 1 minute||The game was interesting and caught your attention||Had good, interesting, or new and working mechenics||The game overall was fun",2017-02-20 07:59:59,Jared Surette,One Week Jam,30,10,7,2017-02-12 08:00:00,https://www.itch.io/jam/one-week-jam
Adventure Feel.||Creativity.||Overall Game Quality.||Conveyment of Story Through Text.,2019-08-19 03:59:59,at37,THE TEXT-BASED ADVENTURE GAME JAM,30,33,12,2019-08-06 04:00:00,https://www.itch.io/jam/the-text-based-adventure-game-jam
Overall,2018-11-05 06:00:00,Seattle Indies,Seattle Indies Game Jam 2018,30,0,23,2018-11-03 01:00:00,https://www.itch.io/jam/seattle-indies-game-jam-2018
Overall||Graphics||Sound||How well does it fit the given theme||How polished it is,2019-04-07 21:00:00,Kaina's Games,Cult of Jabrils Gamejam,30,27,5,2019-04-05 22:00:00,https://www.itch.io/jam/cojgamejam
Overall||Interesting||Fun||Art||Music,2018-08-31 06:00:00,ArmyAnt Studios,RPG Gamejam,30,0,3,2018-07-01 06:00:00,https://www.itch.io/jam/rpggamejam2656689486
Overall||Immersion - Do you get lost in the experience?||Engagement - Does it hold your attention?||Replayability - Would you start over and still have fun?||Authenticity - Does it feel like a city simulator?||Aesthetic - Are the sound and graphics appropriate or pleasing?,2016-05-16 07:00:00,Home For Black Sheep,CITY SIM JAM 2016,30,54,10,2016-05-01 07:00:00,https://www.itch.io/jam/citysimjam2016
,2017-10-09 18:00:00,nothke,Sputnik Jam,30,0,10,2017-10-06 18:00:00,https://www.itch.io/jam/sputnikjam
,2016-09-22 19:35:00,Royal Ontario Museum,ROM Game Jam 2016,31,0,21,2016-09-16 19:00:00,https://www.itch.io/jam/rom-game-jam-2016
,2017-12-29 16:59:59,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 24,31,0,5,2017-12-22 16:59:59,https://www.itch.io/jam/weekly-game-jam-24
Overall||Creativity||Theme||Polishing||In-Game Mechanics||How well does this submission fit the theme?,2018-06-08 14:00:00,Tief Interactive,Tief 5 Day Jam 2018 (With Prizes!),30,30,5,2018-06-03 23:00:00,https://www.itch.io/jam/5-day-jam-2018
Ton envie de jouer,2018-11-11 14:00:00,himmelattack,Perpignan Game Jam,30,559,15,2018-11-09 17:00:00,https://www.itch.io/jam/perpignan-game-jam
Overall Enjoyment||Use Of Theme||Creativity||Visuals||Gameplay Enjoyment||Audio,2019-09-09 03:59:59,Thedrdevin||LexLoco,Untitled Game Jam #6,30,7,2,2019-08-30 04:00:00,https://www.itch.io/jam/untitled-game-jam-6
,2017-12-25 15:00:00,Infokub Arcade,Jam de l'Avent 2017,31,0,34,2017-11-30 23:00:00,https://www.itch.io/jam/jam-de-lavent
Overall||Graphics||Sound||Performance||Entertainment,2017-01-14 23:00:00,Danny,New Year Jam,30,0,5,2016-12-31 23:00:00,https://www.itch.io/jam/new-year-jam
,2018-11-01 18:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 68,31,0,10,2018-10-26 17:00:00,https://www.itch.io/jam/weekly-game-jam-68
,2019-01-08 05:59:59,TigerDev,Low Effort Winter Jam,31,0,8,2019-01-01 06:00:00,https://www.itch.io/jam/low-effort
Overall||Gameplay||Sound/music||Visuals||Story,2018-04-21 03:59:59,Bleeding Tapes,Bleeding Tapes Game Jam #1,30,9,3,2018-04-07 03:59:59,https://www.itch.io/jam/bleeding-tapes-game-jam-1
Overall||Game idea||Theme,2019-09-02 14:40:00,Bertik23,30 min jam,30,9,2,2019-09-02 14:00:00,https://www.itch.io/jam/30-min-jam
,2017-11-21 13:30:00,huuugegames,Huuuge Game Jam 2017,31,0,23,2017-11-18 13:00:00,https://www.itch.io/jam/huuuge-game-jam-2017
,2018-08-24 18:15:00,AEV Madrid,Student Gamejam X,31,0,21,2017-11-16 23:00:00,https://www.itch.io/jam/student-gamejam-x
Creativity||Visual||Narrative||Originality||Gameplay||Concept||Music,2019-03-23 00:00:00,GraphicEdit,Science Fiction,30,9,2,2019-03-02 00:00:00,https://www.itch.io/jam/science-fiction
,2017-11-26 14:30:00,Sygan,PGG Jam - All Play: Accessibility Vol. 2,31,0,22,2017-11-24 15:00:00,https://www.itch.io/jam/pgg-jam-all-play-accessibility
,2017-08-31 21:00:00,ZumbiGordo,4ª Game Jam Santa Maria,31,0,7,2017-08-25 18:00:00,https://www.itch.io/jam/4gjsm
,2017-12-28 23:59:59,Esteban Grine,Quelque Chose Jam,31,0,19,2017-12-25 23:00:00,https://www.itch.io/jam/quelque-chose-jam
Overall||Graphics||Art||Sound||Story||Gameplay||Performance||Code Quality,2017-07-31 07:00:00,btnmasher,(Golang) Gopher Game Jam,31,4,4,2017-04-20 07:00:00,https://www.itch.io/jam/gopher-jam
,2017-04-23 04:00:00,cecilnick||amberbrown,Indie Bits Jam,31,0,8,2017-03-20 04:00:00,https://www.itch.io/jam/indie-bits
How well are fish implemented into this entry?||Fun factor rating,2017-09-05 07:00:00,DilapidatedMeow,The Fish Jam!,31,7,2,2017-09-02 07:00:00,https://www.itch.io/jam/fish-jam
Gameplay||Grafik||Sound,2018-09-09 17:00:00,Chewbatrij||keksx,miniBeansjam 2,31,141,15,2018-09-07 17:00:00,https://www.itch.io/jam/minibeansjam2
,2018-12-22 05:59:59,Slyfincleton,Midweek Bullet Jam,31,0,8,2018-12-18 06:00:00,https://www.itch.io/jam/midweek-bullet-jam
,2018-03-01 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 33,31,0,12,2018-02-23 17:00:00,https://www.itch.io/jam/weekly-game-jam-33
,2019-09-05 06:59:59,Adam Le Doux,Echo (Bitsy Jam),32,0,13,2019-08-28 07:00:00,https://www.itch.io/jam/echo-bitsy
,2019-02-05 05:00:00,onion,☔⁽ᵘᵐᵇʸ⁾🐝 jam,32,0,6,2019-01-05 05:00:00,https://www.itch.io/jam/umby-jam
,2017-11-10 06:59:59,Team Dogpit,Accessajam,32,0,5,2017-11-03 05:00:00,https://www.itch.io/jam/accessajam
Overall||Gameplay / Mechanics||Theme-ness (use/application of theme)||Art / Visuals||Sound / Music||Writing / Story,2016-06-18 19:15:00,Galway Game Jam||Darren K,Galway Game Jam 6,31,52,8,2016-06-18 08:00:00,https://www.itch.io/jam/galwaygamejam6
Theme||Fun||Visuals||Music||Story,2019-03-08 12:00:00,Unicorn Studios,Retro Jam,31,7,6,2019-03-01 07:00:00,https://www.itch.io/jam/retro-jam-80s
,2018-09-10 03:30:00,indienomicon,Indie Galactic Space Jam 2018,32,0,23,2018-09-07 04:00:00,https://www.itch.io/jam/indie-galactic-space-jam-2018
,2017-08-07 02:00:00,Seattle Indies||debugdrawray,Seattle Indies Game Jam,32,0,18,2017-08-05 01:30:00,https://www.itch.io/jam/seattle-indies-game-jam
,2018-03-29 16:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 37,32,0,11,2018-03-23 17:00:00,https://www.itch.io/jam/weekly-game-jam-37
,2018-06-30 19:00:00,ZumbiGordo,7ª Game Jam Santa Maria,32,0,9,2018-06-22 17:00:00,https://www.itch.io/jam/7gjsm
Vote du public,2019-01-21 02:00:00,Game Dev Alliance||Aurélien Dos Santos,FICTIONS INTERACTIVES - mini-jam,31,220,21,2019-01-18 18:00:00,https://www.itch.io/jam/fictions-interactives
"Unique||Bizarre||Should have been sunk to the bottom of the sea.||Works! (As in, no glitches)||Has an actual game plot.",2019-07-24 07:00:00,godfreyluck,Dusty Old Junk,31,2,12,2019-06-19 07:00:00,https://www.itch.io/jam/dusty-old-junk
Adherence to theme||Fun/Interesting  to play||Graphics||Sound,2019-04-15 21:30:00,2D Knight,Limit Keeper Jam,31,10,8,2019-04-08 14:00:00,https://www.itch.io/jam/my-limit-is-my-strength-jam
Overall||General||Art||Sound||Bug-Free,2016-11-20 03:00:00,RttStudio,12 Hour Jam,32,70,10,2016-11-19 15:00:00,https://www.itch.io/jam/12-hour-jam
Goodness,2017-06-11 10:15:00,grapefrukt||Erik Svedäng,No More Sweden 2017,32,269,25,2017-06-09 13:00:00,https://www.itch.io/jam/no-more-sweden-2017
Community Choice,2019-10-14 05:00:00,Team Dogpit,Dogpit LCD Jam,32,70,10,2019-09-28 05:00:00,https://www.itch.io/jam/dogpit-lcd-jam
Overall,2019-04-28 16:02:04,Andrey Viktorov||Felegz,Siberian Game Jam 2 — Novosibirsk LDJAM #44 Gathering,32,245,16,2019-04-27 07:00:00,https://www.itch.io/jam/sibgamejam-2
Overall||Enjoyment||Visual||Audio||Theme||Overall,2018-10-19 22:00:00,TigerJ,TigerJ's OctoBear JAM 2018,32,51,8,2018-10-12 22:00:00,https://www.itch.io/jam/octobear-jam-2018
,2016-05-10 22:00:00,oneiricjam,"STRANGE LANDS, DT508",33,0,30,2016-02-07 17:31:55,https://www.itch.io/jam/1st-years-game-2
,2018-11-27 14:00:00,BUG Game Lab,BUG Fall Jam 2018,33,0,24,2018-11-23 16:00:00,https://www.itch.io/jam/bug-fall-jam-2018
Overall||AMAZING||Ok||Good||Bad||Horible||What is This?,2017-03-29 19:38:37,ZapJoltNetwork,2D Platformer,32,25,11,2017-03-09 00:00:38,https://www.itch.io/jam/2d-platformer
Overall||FUN!||Design||Mechanics||How does the game fit the theme(s) ?,2018-07-16 18:00:00,mciric,Fire Jam #3,32,50,6,2018-07-11 18:00:00,https://www.itch.io/jam/fire-jam-3
