jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Overall,2018-07-29 13:00:00,Kiwijam18,29,0.0,15,2018-07-20 12:00:00,https://www.itch.io/jam/kiwijam18
Overall||Overcoming the Minus Mechanic||Fun of Playing||Game's Potential,2018-12-31 22:00:00,The Minus Jam (Minus Mechanic Jam),29,33.0,5,2018-12-28 16:30:00,https://www.itch.io/jam/minus-mechanic-jam
Overall||Cryptocurrency Theme/Story||Gameplay||Blockchain or Related Technology,2018-04-12 03:59:59,Crypto Game Jam ($100 in prizes) - EXTENDED,29,5.0,5,2018-03-28 04:00:00,https://www.itch.io/jam/crypto
Overall||Hacking Theme||Gameplay||Originality,2016-08-12 05:00:00,Hack Jam 2016,29,14.0,2,2016-07-25 05:00:00,https://www.itch.io/jam/hack-jam-2016
Overall||Pixel Art||Fun||Mechanics||Fits the jams theme,2018-03-27 04:00:00,Pixel Weekend Jam #3,29,61.0,6,2018-03-23 15:00:00,https://www.itch.io/jam/pixel-weekend-jam-3
Overall||Theme||Creativity||Technical Achievement||Polish||Entertainment||Bonus Points,2017-06-12 00:30:00,Game Creation Organization Online Jam Year 2,29,53.0,7,2017-06-10 00:00:00,https://www.itch.io/jam/game-creation-organization-online-jam-year-2
Overall||Fun||Art||Story||Originality,2019-06-26 22:00:00,Not a Jam!,29,0.0,22,2019-06-24 22:00:00,https://www.itch.io/jam/not-a-jam
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-03-25 21:59:59,48 Secret Jam - March 2018,29,5.0,6,2018-03-23 22:59:59,https://www.itch.io/jam/48-secret-jam-march-2018
Overall||Gameplay||Theme||Innovation||Fun,2019-02-09 00:00:00,UDC Jam Week #3 - Destruction,29,84.0,8,2019-02-02 00:00:00,https://www.itch.io/jam/udc-jam-week-3
Overall||Respect of the themes||Respect of the Constraint||Game Play||Game Design||Music||Sounds||Graphics,2018-10-29 07:00:00,Games Factory Jam 8,29,76.0,15,2018-10-26 18:00:00,https://www.itch.io/jam/games-factory-8
Enjoyment||Originality||Instructions,2017-10-09 11:00:00,RPG Biz's RPG Maker Game Jam (Ca$h/Game Prizes),29,69.0,7,2017-09-18 11:00:00,https://www.itch.io/jam/rpg-bizs-rpg-maker-game-jam
Overall||Playability||Visual Impression||Audio||Innovation / Creativity||Theme / Concept||Overall Enjoyment,2018-03-26 15:00:00,Playmaker Game Jam 2018,29,90.0,13,2018-03-23 15:00:00,https://www.itch.io/jam/playmaker
Fun||Visuals||Audio||Use of Theme,2018-03-01 08:00:00,Shacknews Slow Jam,29,109.0,8,2018-02-01 08:00:00,https://www.itch.io/jam/shacknews-slow-jam
Overall||Creativity||Theme||Polishing||In-Game Mechanics||How well does this submission fit the theme?,2018-06-08 14:00:00,Tief 5 Day Jam 2018 (With Prizes!),30,30.0,5,2018-06-03 23:00:00,https://www.itch.io/jam/5-day-jam-2018
Overall||Game idea||Theme,2019-09-02 14:40:00,30 min jam,30,9.0,2,2019-09-02 14:00:00,https://www.itch.io/jam/30-min-jam
Overall||Graphics||Audio||Fun||Technical||Theme||Speedrun Potential,2018-11-12 19:00:00,Speedrun Game Jam (Prizes!),30,0.0,11,2018-11-09 19:00:00,https://www.itch.io/jam/speedrun-game-jam
Overall||Graphics||Sound||How well does it fit the given theme||How polished it is,2019-04-07 21:00:00,Cult of Jabrils Gamejam,30,27.0,5,2019-04-05 22:00:00,https://www.itch.io/jam/cojgamejam
Overall,2018-11-05 06:00:00,Seattle Indies Game Jam 2018,30,0.0,23,2018-11-03 01:00:00,https://www.itch.io/jam/seattle-indies-game-jam-2018
Overall||Graphics||Sound||Performance||Entertainment,2017-01-14 23:00:00,New Year Jam,30,0.0,5,2016-12-31 23:00:00,https://www.itch.io/jam/new-year-jam
Overall||Immersion - Do you get lost in the experience?||Engagement - Does it hold your attention?||Replayability - Would you start over and still have fun?||Authenticity - Does it feel like a city simulator?||Aesthetic - Are the sound and graphics appropriate or pleasing?,2016-05-16 07:00:00,CITY SIM JAM 2016,30,54.0,10,2016-05-01 07:00:00,https://www.itch.io/jam/citysimjam2016
Overall||Gameplay||Sound/music||Visuals||Story,2018-04-21 03:59:59,Bleeding Tapes Game Jam #1,30,9.0,3,2018-04-07 03:59:59,https://www.itch.io/jam/bleeding-tapes-game-jam-1
Overall||Overall Loveliness||Your own score,2017-02-06 08:00:00,Love Jam,30,59.0,9,2017-02-03 08:00:00,https://www.itch.io/jam/love-jam
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-08-26 09:00:00,Trijam #33: Do you dare to try?,30,58.0,10,2019-08-23 09:00:00,https://www.itch.io/jam/trijam-33
Overall||Interesting||Fun||Art||Music,2018-08-31 06:00:00,RPG Gamejam,30,0.0,3,2018-07-01 06:00:00,https://www.itch.io/jam/rpggamejam2656689486
"Overall||Followed the Theme||You could play the game for AT LEAST 1 minute||The game was interesting and caught your attention||Had good, interesting, or new and working mechenics||The game overall was fun",2017-02-20 07:59:59,One Week Jam,30,10.0,7,2017-02-12 08:00:00,https://www.itch.io/jam/one-week-jam
Creativity||Visual||Narrative||Originality||Gameplay||Concept||Music,2019-03-23 00:00:00,Science Fiction,30,9.0,2,2019-03-02 00:00:00,https://www.itch.io/jam/science-fiction
Adventure Feel.||Creativity.||Overall Game Quality.||Conveyment of Story Through Text.,2019-08-19 03:59:59,THE TEXT-BASED ADVENTURE GAME JAM,30,33.0,12,2019-08-06 04:00:00,https://www.itch.io/jam/the-text-based-adventure-game-jam
Overall,2014-09-15 04:59:59,Gamemaking Frenzy: BARFCADE,30,0.0,32,2014-08-30 05:00:01,https://www.itch.io/jam/barfcade
Overall||Graphics||Sound and Music||Controls||Gameplay||Fun||Theme,2016-04-25 13:59:59,Manifold Game Jam,30,5.0,5,2016-04-21 14:00:00,https://www.itch.io/jam/manifold-game-jam
"Unique||Bizarre||Should have been sunk to the bottom of the sea.||Works! (As in, no glitches)||Has an actual game plot.",2019-07-24 07:00:00,Dusty Old Junk,31,2.0,12,2019-06-19 07:00:00,https://www.itch.io/jam/dusty-old-junk
Adherence to theme||Fun/Interesting  to play||Graphics||Sound,2019-04-15 21:30:00,Limit Keeper Jam,31,10.0,8,2019-04-08 14:00:00,https://www.itch.io/jam/my-limit-is-my-strength-jam
Overall||Graphics||Art||Sound||Story||Gameplay||Performance||Code Quality,2017-07-31 07:00:00,(Golang) Gopher Game Jam,31,4.0,4,2017-04-20 07:00:00,https://www.itch.io/jam/gopher-jam
Theme||Fun||Visuals||Music||Story,2019-03-08 12:00:00,Retro Jam,31,7.0,6,2019-03-01 07:00:00,https://www.itch.io/jam/retro-jam-80s
Overall||Gameplay / Mechanics||Theme-ness (use/application of theme)||Art / Visuals||Sound / Music||Writing / Story,2016-06-18 19:15:00,Galway Game Jam 6,31,52.0,8,2016-06-18 08:00:00,https://www.itch.io/jam/galwaygamejam6
How well are fish implemented into this entry?||Fun factor rating,2017-09-05 07:00:00,The Fish Jam!,31,7.0,2,2017-09-02 07:00:00,https://www.itch.io/jam/fish-jam
Gameplay||Grafik||Sound,2018-09-09 17:00:00,miniBeansjam 2,31,141.0,15,2018-09-07 17:00:00,https://www.itch.io/jam/minibeansjam2
Overall||Matches Themes||Enjoyment||Game Mechanics||Art||Music||Creativity,2018-11-18 22:59:59,48 Secret Jam - November - 2018,32,41.0,9,2018-11-16 22:59:59,https://www.itch.io/jam/48-secret-jam-november-2018
Overall||Innovation||Gameplay||Sticking to theme,2016-07-14 22:00:00,Move only right,32,25.0,7,2016-06-30 22:00:00,https://www.itch.io/jam/move-only-right
Overall||AMAZING||Ok||Good||Bad||Horible||What is This?,2017-03-29 19:38:37,2D Platformer,32,25.0,11,2017-03-09 00:00:38,https://www.itch.io/jam/2d-platformer
Overall||Game design||Theme adherence||Engagement||Creativity,2019-09-15 19:00:00,Talkative Server World Wide Jam #1,32,44.0,7,2019-09-13 18:00:00,https://www.itch.io/jam/tsww-jam-1
Overall||FUN!||Design||Mechanics||How does the game fit the theme(s) ?,2018-07-16 18:00:00,Fire Jam #3,32,50.0,6,2018-07-11 18:00:00,https://www.itch.io/jam/fire-jam-3
Overall||Enjoyment||Visual||Audio||Theme||Overall,2018-10-19 22:00:00,TigerJ's OctoBear JAM 2018,32,51.0,8,2018-10-12 22:00:00,https://www.itch.io/jam/octobear-jam-2018
Storage efficiency||Fun||Amount of content||Polish,2017-10-26 10:12:12,32-MB Game Jam,32,14.0,7,2017-10-12 10:12:12,https://www.itch.io/jam/32-mb-game-jam
Overall||Avis général||Respect du thème,2017-01-01 17:00:00,Gamecodeur #3,32,132.0,19,2016-11-15 17:00:00,https://www.itch.io/jam/gamecodeur-3
Overall||Creativity||Graphics||Animations||Level Design||Sound/Music Design||Gameplay,2018-07-25 04:00:00,The Dave Microwave Game Jam,32,0.0,2,2018-07-15 04:00:00,https://www.itch.io/jam/the-dave-microwave-game-jam
Overall||General||Art||Sound||Bug-Free,2016-11-20 03:00:00,12 Hour Jam,32,70.0,10,2016-11-19 15:00:00,https://www.itch.io/jam/12-hour-jam
Pixel Art||Music / Sounds||Gameplay||Should this game be continued?,2018-04-12 14:00:00,Pixel Jam,33,44.0,7,2018-04-02 14:00:00,https://www.itch.io/jam/pixel-jam-fws
Overall||Graphics||Overall,2016-07-21 09:00:00,Handmade Graphics Game Jam,33,12.0,3,2016-07-01 09:00:00,https://www.itch.io/jam/handmade-graphics-game-jam
Overall||Avis général||Respect du thème,2017-03-08 09:00:00,Gamecodeur #5,33,177.0,18,2017-02-07 17:00:00,https://www.itch.io/jam/gamecodeur-5
Gameplay||Creativity||Theme||Fun,2019-04-19 10:00:00,2D Game Jam,33,66.0,9,2019-04-12 10:00:00,https://www.itch.io/jam/odg2d-jam
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-07-08 09:00:00,Trijam #26: Do you dare to try?,33,93.0,15,2019-07-05 09:00:00,https://www.itch.io/jam/trijam-26
"Overall||Graphics - All the PIXEL ART!!!||Gameplay - I mean, if its a game...",2017-04-22 21:00:00,Pixel Jam,33,1.0,8,2017-04-16 15:30:00,https://www.itch.io/jam/pixel-jam
Overall||Originality||Creative Gameplay||Innovative Levels||Engaging Philosophy||Sound Design,2018-01-14 11:00:00,Rage Game Jam,33,116.0,11,2018-01-07 11:00:00,https://www.itch.io/jam/rage-game-jam
"Overall||use of engine||visual (graphic,shader,textures...)||sounds and music||entertainment / fun||controls||no bugs / glitches",2018-04-29 22:00:00,choose your engine - Jam,33,2.0,9,2018-01-31 23:00:00,https://www.itch.io/jam/your-engine-jam
Overall||Story||Writing||Short But Sweet,2018-08-05 07:00:00,Short Story Game Jam,33,5.0,5,2018-07-31 07:00:00,https://www.itch.io/jam/short-story-gamejam
Overall||Outstanding||Verygood||Satisfactory||Ok||Unsatisfactory,2016-09-19 14:00:00,#IndieJam,33,2.0,2,2016-09-12 21:00:00,https://www.itch.io/jam/paingames
Overall||High Replayability||Originality and creativity||Game Polishing,2018-12-30 16:00:00,Shake Shake Jam (Prizes!),33,0.0,1,2018-12-26 04:00:00,https://www.itch.io/jam/shake-and-shake-jam
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experiene||Audio Experience,2019-02-20 02:00:00,Confession Jam,33,7.0,5,2019-02-06 02:00:00,https://www.itch.io/jam/confession-jam
Overall||Respect of the Themes||Respect of the Constraint||Game Play||Game Design||Music||Sounds||Graphics,2018-11-26 07:00:00,Games Factory Jam 9 - OWGJ 16,33,34.0,5,2018-11-23 19:00:00,https://www.itch.io/jam/games-factory-9
Overall||Gameplay||Defense + Idea||Story||Sounds / Music||Graphic,2017-11-29 23:00:00,make a Defense Game (like Tower Defense) Jam,33,0.0,5,2017-07-07 22:00:00,https://www.itch.io/jam/make-a-defense-game-like-tower-defense
Geral||Diversão||Inovação||Gráficos||Áudio,2017-09-26 01:00:00,PAIN Jam #1,34,74.0,11,2017-09-22 22:00:00,https://www.itch.io/jam/pain-jam-1
"Overall||Entertainment value (How engaging the entry is)||Bolt Graphs (Creative use of Bolt, Graph cleanliness, Graph simplicity)||Aesthetic",2018-11-12 04:59:59,Bolt Jam #3,34,0.0,8,2018-11-05 13:00:00,https://www.itch.io/jam/bolt-jam-3
Overall||Gameplay||Art||Theme||Music / Sound Effects||Feel,2019-01-30 04:30:00,Toe Jam #1,34,0.0,6,2019-01-23 04:30:00,https://www.itch.io/jam/toe-jam-1
Overall||Game Jam Theme||Music/Sound||Graphics||Gameplay||Remake Aptitude,2019-07-07 04:00:00,Summer Remake Jam,34,3.0,2,2019-06-28 04:00:00,https://www.itch.io/jam/summer-remake-jam
"Overall||Art||Innovation||Sound FX||Music||GamePlay||Theme||""I want this to be continued.""||Narrative",2018-03-15 12:00:00,AA Jam,34,13.0,4,2018-03-08 12:00:00,https://www.itch.io/jam/aajam
Overall||Textures||Creativity||Quality||Performance,2018-12-23 23:00:00,Any Engine Shooter,34,5.0,7,2018-07-13 22:00:00,https://www.itch.io/jam/any-engine-shooter
Overall||coolest whizkids graphics||neatest ideas||best execution||jelloiest gamecon,2018-09-05 06:59:59,itcho jam 2018,34,17.0,15,2018-08-26 07:00:00,https://www.itch.io/jam/itcho-the-goblin
Overall||Mathes Theme||Enjoyment||Game Mechanics||Art||Music,2017-12-10 22:59:59,48 Secret Jam - December 2017,34,23.0,5,2017-12-08 23:00:00,https://www.itch.io/jam/48-secret-december-2017
"FUN | Was this game satisfying to play or did it bring you joy?||VISUALS | Did this game have nice graphics, art or design?||AUDIO | Did this game have great music or sound design?||IDEA | Was this game innovative, or did it use interesting mechanics?",2018-05-26 22:00:00,DAE Game Projects Jam 2018,34,87.0,23,2018-02-11 23:00:00,https://www.itch.io/jam/dae-game-projects-jam-2018
Overall,2017-12-19 06:00:00,Hot Dog Jam 2017,35,0.0,11,2017-12-15 23:00:00,https://www.itch.io/jam/hot-dog-jam
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2017-09-10 21:59:59,48 Secret Jam - September 2017,35,67.0,7,2017-09-08 22:00:00,https://www.itch.io/jam/48-secret-september-2017
Overall||Addiction||Music||Graphism||Respect of the theme,2019-01-07 05:00:00,Clicker Jam,35,52.0,9,2019-01-04 05:00:00,https://www.itch.io/jam/mrquickgame-clicker-jam
Overall,2018-03-06 20:59:00,Babylon Jam!,35,0.0,15,2018-02-23 03:00:00,https://www.itch.io/jam/babylon-jam
Overall||Gameplay||Graphics/Visuals||Music/Audio||Story/Narrative||Polish||Overall,2019-04-29 22:00:00,The OGA Spring Game Jam 2019,35,47.0,6,2019-03-29 23:00:00,https://www.itch.io/jam/the-oga-spring-game-jam
"Overall||Theme||Limitation||Ergonomy/Feel||Polish (Graphics, Sound...)",2019-04-29 00:00:00,Datapack Jam 1 - Minigames,35,15.0,4,2019-04-27 00:00:00,https://www.itch.io/jam/datapack-jam
Overall||FUN!||Design||Mechanics||How does this game fit the theme ?,2018-07-02 21:00:00,Fire Jam #2,35,26.0,6,2018-06-27 18:00:00,https://www.itch.io/jam/fire-jam-2
"Overall||Bad||Pretty bad||Terrible||completely horrible||The worst ""thing"" I saw in my life",2016-12-30 09:00:00,Crappy games Jam!,35,0.0,9,2016-12-13 09:00:00,https://www.itch.io/jam/crappy-games-jam
Funbringin'||Mindblowin'||Heartbreakin',2018-07-08 18:20:20,Zero words GameJam,36,46.0,10,2018-07-06 18:20:20,https://www.itch.io/jam/zero-words-gamejam
Overall,2017-12-03 13:00:00,Jamingtons 4.0,36,0.0,11,2017-11-30 13:00:00,https://www.itch.io/jam/jamingtons4
Overall||Art||Sound||Game play||Respect of the theme,2018-12-03 05:00:00,Mini Jam 16 + Even Weekend Game Jam: Western,36,104.0,13,2018-11-30 05:00:00,https://www.itch.io/jam/mini-jam-16-western
Overall||Wie gut wurde das Thema umgesetzt?||Wie viel Spaß macht dir das Spiel?||Wie gefällt dir die Optik des Spiels?||Wie gefällt dir der Sound und die Musik des Spiels?||Crazyness - Grad,2019-09-29 13:30:00,Haw Game Jam 4,36,87.0,6,2019-09-27 16:00:00,https://www.itch.io/jam/haw-game-jam-4
Overall||How fun was the game?||How did the game make you feel?||Would you play the game agian?,2016-10-02 23:00:00,Primitive Game Jam,36,14.0,5,2016-09-18 23:00:00,https://www.itch.io/jam/primitive-game-jam
FUN||VISUALS||IDEA||POLISH,2019-05-28 22:00:00,DAE Game Projects Jam 2019,36,66.0,18,2019-02-10 23:00:00,https://www.itch.io/jam/dae-game-projects-jam-2019
Overall||Game Design||Adherence to the Theme||Entertainment Value||Creativity,2019-08-19 03:59:59,Mix-and-Match Game Jam,36,5.0,3,2019-08-09 21:00:00,https://www.itch.io/jam/mix-and-match-game-jam
Overall||Innovation||Theme||Aesthetic||Feel||Overall,2018-04-15 22:30:00,GULL JAM Spring 2018,36,19.0,13,2018-04-13 22:00:00,https://www.itch.io/jam/gull-jam-spring-2018
Overall||Art||Audio||Design||Innovation,2017-08-28 18:52:00,San Diego Game Jam,36,0.0,22,2017-08-26 01:30:00,https://www.itch.io/jam/sd2017
Overall||Theme||Gameplay||Originality||Fun Factor,2018-01-29 04:59:59,PolyJam,36,1.0,1,2018-01-01 05:00:00,https://www.itch.io/jam/polyjam
"Overall||Best ""La Petite Mort""||Best ""Le Grand Guignol""",2018-10-31 06:59:59,ECTOCOMP 2018 (English),37,212.0,22,2018-10-27 05:59:59,https://www.itch.io/jam/ectocomp-2018-english
Overall||Scariness||Uniqueness||Overall Quality,2015-10-26 07:00:00,Bite-Sized Horror Text Game Jam,37,185.0,27,2015-10-19 07:00:00,https://www.itch.io/jam/bitesizedhorror
Overall||Story/Narrative||Music/Sound||Graphics/Artwork||Playability/Gameplay,2019-07-27 23:00:00,Unofficial OGA 'Summer' Game Jam #3 2019,37,85.0,10,2019-06-30 23:00:00,https://www.itch.io/jam/oga-summer-game-jam-3-2019
Overall||Adequação ao Tema||Visual||Áudio||Experiência||Polimento||Geral,2018-05-07 08:00:00,2ª MGD Jam,37,91.0,13,2018-05-05 08:00:00,https://www.itch.io/jam/mgdjam2
Overall,2017-02-20 03:00:00,Social Justice Game Jam,37,0.0,7,2017-02-18 02:00:00,https://www.itch.io/jam/social-justice-game-jam
Overall||Ressenti global||Gameplay||Innovation||Respect du thème||Graphismes||Audio||Mood (sentiment lors du teste),2018-10-28 22:59:59,GameJam Francophone Episode 2,37,0.0,6,2018-10-18 22:00:00,https://www.itch.io/jam/gamejam-francophone-episode-2
Overall||Aesthetic||Entertainment Value||Use of Bolt,2019-08-12 04:00:00,Bolt Jam #6,38,0.0,10,2019-08-02 04:00:00,https://www.itch.io/jam/bolt-jam-6
Overall||Creativity||Originality||Fun||How does it look?||Is it scary?||Sound||Theme relevance,2017-10-19 22:00:00,CFN Halloween Gamejam,38,53.0,6,2017-10-05 22:00:00,https://www.itch.io/jam/cfn-halloween-gamejam
Overall,2017-07-10 02:00:00,Jamingtons 2.0,38,0.0,15,2017-07-08 02:00:00,https://www.itch.io/jam/jamingtons2
Overall||Jam - Mejor Arte||Jam - Mejor Diseño||Jam - Mejor Implementación del tema||Jam - Mejor Audio||Jam - Mejor Juego||Adaptive Controller||Longplay - Mejor Juego,2019-06-18 19:00:00,ESNE GameJamOn II,38,0.0,32,2019-06-17 07:00:00,https://www.itch.io/jam/esne-gamejamon
Overall||Gameplay||Theme||Innovation||Fun||Staff Favorites,2018-11-10 00:00:00,UDC Jam Week #1 - Only One Button,38,173.0,15,2018-11-03 00:00:00,https://www.itch.io/jam/udc-jam-week-1
Overall||真Kuso / Very Kuso||這遊戲一點也不糞 / Fun||前方高能 / Not Safe For Work,2018-04-16 12:00:00,Kuso Game Jam 2018,38,77.0,29,2018-04-14 02:00:00,https://www.itch.io/jam/kuso-game-jam-2018
Overall||Efficiency||Intuitiveness||Polish||Every-Day-Useability,2017-06-19 20:45:00,Utility Jam,38,2.0,3,2017-06-16 19:45:00,https://www.itch.io/jam/utility-jam
Overall||Story||Artwork||code technique||all around fun,2019-01-19 16:00:00,Undefined First Game Jam,38,0.0,11,2019-01-12 16:00:00,https://www.itch.io/jam/undefined-first-game-jam
Is it Voxel Design||Game Concept||Playability||Visuals||Uniqueness,2019-09-04 07:00:00,Voxel Game,39,0.0,2,2019-08-17 07:00:00,https://www.itch.io/jam/voxel
Overall,2019-06-20 21:00:00,Mental Illness (Bitsy Jam),39,0.0,9,2019-06-07 21:00:00,https://www.itch.io/jam/mental-illness-bitsy-jam-
Overall,2019-06-02 02:00:00,Jamingtons 7,39,0.0,12,2019-05-30 02:00:00,https://www.itch.io/jam/jamingtons7
Creativity of Concept||3 Levels implemented with meaningful progression in story line across the levels||Reasonable pacing of complexity as the game progresses||Accurate Camera Movement||Comprehensive handling of different user input||General Scene Design and Cut Scenes||Realistic physic implementation||Creativity and Original of background music and effect||Accurate capturing of particle emitters||Uniform and reasonable awarding of points,2018-11-11 21:00:00,BBIT 4 Special Topics Game Programming (Game Jam 2018),39,209.0,16,2018-10-15 04:00:00,https://www.itch.io/jam/bbit-gameprog
Overall||Theme||Creativity||Effort||Entertainment||Bonus Points,2016-05-23 00:30:00,Game Creation Organization Online Jam,39,18.0,7,2016-05-21 00:00:00,https://www.itch.io/jam/game-creation-organization-online-jam
